,OrdereinstellungenAnzahl,GeschaefteAnzahl,GeschaefteKurswert,OrderloeschungenAnzahl,OrderaenderungenAnzahl,KurswertMedian,OrdereinstellungenWertMedian,MarketMakerAnzahl,ISIN,date
3184,56,2,1073.0,0,0,1036.0,21000,1,GB00B4WQVY43,2020-12-03
3185,11,2,10875.6,0,0,5571.36,3816,1,DE000LS8MY44,2020-12-03
3186,11,2,9734.425,0,0,9052.0,1,1,IE00BYYHSQ67,2020-12-03
3187,10,1,1511.275,0,0,1511.275,305,1,CA82835P1036,2020-12-03
3189,45,5,44138.0,0,0,4000.0,1,1,US92347M1009,2020-12-03
3191,1,1,67129.458,0,0,67129.458,3729,1,IE00BG36TC12,2020-12-03
3192,7,1,2126.46,0,0,2126.46,7,1,LU0256839191,2020-12-03
3193,3,2,1236.52,0,0,937.0,250,1,US7080621045,2020-12-03
3198,45,11,50294.0,0,0,2488.25,3,1,FR0000121014,2020-12-03
3200,6,1,990.9,0,0,990.9,30,1,US3024451011,2020-12-03
3201,90,2,1818.0,0,0,1520.0,0,1,DE000LS4Q1H4,2020-12-03
3203,103,5,15229.55,0,0,1778.0,350,1,CNE1000004L9,2020-12-03
3205,3,2,78600.0,0,0,39800.0,10000,1,US3623931009,2020-12-03
3206,31,3,15158.0,0,0,3410.0,3000,1,AU000000NVA2,2020-12-03
3207,1,1,954.75,0,0,954.75,3,1,DE000LS9LG87,2020-12-03
3209,426,47,82693.72,0,0,1222.0,3,1,PLOPTTC00011,2020-12-03
3210,4,2,833.8,0,0,660.8,70,1,DE000LS67TB1,2020-12-03
3211,1,1,625.0,0,0,625.0,1250,1,DE000LS8MH37,2020-12-03
3212,4,1,6426.0,0,0,6426.0,630,1,DE000A2YN777,2020-12-03
3213,991,26,148368.378,0,0,1007.85,100,1,DK0061414711,2020-12-03
3214,57,8,11899.1,0,0,1337.22,11,1,US3364331070,2020-12-03
3215,2,1,2375.0,0,0,2375.0,500,1,DE000LS8JG82,2020-12-03
3216,15799,809,11504669.32,0,0,8931.6,96,1,US09075V1026,2020-12-03
3217,5,2,17893.61,0,0,13150.25,9,1,DE000LS9LX86,2020-12-03
3220,9,1,1012.5,0,0,1012.5,29,1,NL0009690239,2020-12-03
3222,6,4,4427.04,0,0,1150.0,500,1,DE000LS8L3K5,2020-12-03
3224,1,1,6000.0,0,0,6000.0,10000,1,DE000LS8JX99,2020-12-03
3225,8,2,6146.0,0,0,3094.0,200,1,IT0003506190,2020-12-03
3226,6,2,16428.0,0,0,15330.0,1000,1,CA7798992029,2020-12-03
3227,19,3,6837.1,0,0,1257.4,20,1,US2193501051,2020-12-03
3228,31,1,2020.0,0,0,2020.0,1000,1,US9896961094,2020-12-03
3231,5,1,490.0,0,0,490.0,700,1,DE000LS74MA4,2020-12-03
3232,4,1,349.17,0,0,349.17,5,1,DE000LS9PBA1,2020-12-03
3233,2,1,452.175,0,0,452.175,75,1,US03676B1026,2020-12-03
3234,5,1,15435.2,0,0,15435.2,15,1,US9837931008,2020-12-03
3235,1,1,1450.0,0,0,1450.0,10,1,US55825T1034,2020-12-03
3238,4,1,1442.9,0,0,1442.9,10,1,DE000LS9GYJ3,2020-12-03
3239,6,1,1357.28,0,0,1357.28,499,1,DE000LS8MH03,2020-12-03
3240,14,4,16014.15,0,0,3113.95,10,1,US0028241000,2020-12-03
3241,186,4,10491.5,0,0,3066.0,0,1,DE0005493365,2020-12-03
3244,2,1,438.0,0,0,438.0,200,1,DE000LS67TD7,2020-12-03
3245,26,4,8091.756,0,0,1606.0,988,1,CNE100000502,2020-12-03
3246,9,9,131116.095,0,0,1128.65,10,1,LU1829219713,2020-12-03
3248,3,1,1077.5,0,0,1077.5,250,1,DE000LS74V35,2020-12-03
3249,9,4,678.2,0,0,220.0,250,1,DE000LS74MB2,2020-12-03
3250,4,2,4281.8,0,0,2566.2,15,1,DE000LS9NDJ3,2020-12-03
3251,1,1,2745.0,0,0,2745.0,150,1,DE0005774103,2020-12-03
3253,1,1,545.0,0,0,545.0,500,1,DE000LS77VK7,2020-12-03
3254,88,5,16218.35,0,0,1176.9,1,1,US8835561023,2020-12-03
3255,6,1,108.0,0,0,108.0,100,1,DE000LS8HR40,2020-12-03
3256,6,1,447.7,0,0,447.7,10,1,NL0009690221,2020-12-03
3257,15,4,4581.23,0,0,1833.48,1,1,JE00B6T5S470,2020-12-03
3258,3,1,1046.76,0,0,1046.76,1,1,US9621661043,2020-12-03
3261,4,1,1504.0,0,0,1504.0,640,1,CA03062D1006,2020-12-03
3262,4,1,937.5,0,0,937.5,15,1,US89531P1057,2020-12-03
3263,16,1,4050.0,0,0,4050.0,1,1,US55955D1000,2020-12-03
3265,119,5,23550.0,0,0,4077.5,0,1,DE000A288904,2020-12-03
3267,16,1,4110.0,0,0,4110.0,0,1,TH0796010013,2020-12-03
3270,212,16,90527.34,0,0,1503.85,1,1,DE0007314007,2020-12-03
3271,1,1,56436.0,0,0,56436.0,300,1,LU0908501058,2020-12-03
3272,8,3,2892.56,0,0,998.56,200,1,NL0012047823,2020-12-03
3273,38,3,49391.0,0,0,8500.0,1,1,US70975L1070,2020-12-03
3274,2,1,504.0,0,0,504.0,400,1,DE000LS8F9W5,2020-12-03
3275,27,3,3782.75,0,0,1507.7,10,1,DE000LS9MR75,2020-12-03
3277,13,1,3420.0,0,0,3420.0,1000,1,DE000LS8CB01,2020-12-03
3278,14,2,198.005,0,0,109.925,5,1,LU0839027447,2020-12-03
3279,1,1,1750.8,0,0,1750.8,8,1,IE00B3VWMM18,2020-12-03
3280,9,2,2550.45,0,0,2134.05,1000,1,CA21750U1012,2020-12-03
3283,9,2,3793.6,0,0,3672.0,5,1,US7802592060,2020-12-03
3284,1,1,143.4,0,0,143.4,30,1,DE000LS56VQ8,2020-12-03
3286,4,1,2160.5,0,0,2160.5,15,1,US57060D1081,2020-12-03
3287,38,9,90728.3,0,0,12968.0,1000,1,US1921085049,2020-12-03
3288,11,1,763.88,0,0,763.88,338,1,US6033801068,2020-12-03
3289,13,6,23925.09,0,0,2795.78,5,1,DE000LS9AWD3,2020-12-03
3290,2,1,960.93,0,0,960.93,21,1,DE000LS9BZG7,2020-12-03
3291,123,7,49948.52,0,0,7108.8,1,1,DE0006048432,2020-12-03
3293,2,1,451.1,0,0,451.1,130,1,DE000LS8EH78,2020-12-03
3296,4,2,32181.6,0,0,28431.6,5,1,LU1079841273,2020-12-03
3302,4,2,8790.0,0,0,4688.0,80,1,LU1066226637,2020-12-03
3303,1,1,126.569,0,0,126.569,23,1,IE00BFNM3C07,2020-12-03
3305,7,2,21997.4,0,0,11570.0,100,1,LU0659578842,2020-12-03
3306,4,1,8725.35,0,0,8725.35,1,1,DE000LS9CTX3,2020-12-03
3307,2,1,3176.25,0,0,3176.25,150,1,IE00B1FZS244,2020-12-03
3308,6,2,66407.5,0,0,65200.0,40000,1,DE000LS8KA51,2020-12-03
3312,3,1,13638.3,0,0,13638.3,130,1,IE00BP9F2J32,2020-12-03
3313,5,1,900.0,0,0,900.0,1000,1,DE000LS8P6Q1,2020-12-03
3315,9,1,990.37,0,0,990.37,97,1,DE000LS8FK72,2020-12-03
3316,2,1,944.0,0,0,944.0,4000,1,CNE100000528,2020-12-03
3317,1,1,1440.0,0,0,1440.0,2000,1,CNE1000004Q8,2020-12-03
3319,20,6,53552.5,0,0,5403.5,300,1,US5663301068,2020-12-03
3323,1,1,108.3,0,0,108.3,190,1,DE000LS70YR1,2020-12-03
3324,9,1,7927.95,0,0,7927.95,15,1,DE000LS9DWZ0,2020-12-03
3325,3,3,66859.977,0,0,224.1,15,1,LU1484799769,2020-12-03
3326,15,2,5191.94,0,0,3391.94,1,1,US89686D1054,2020-12-03
3327,700,2,4075.92,0,0,2060.16,444,1,DE000LS8H7L0,2020-12-03
3331,1,1,598.264,0,0,598.264,34,1,US00130H1059,2020-12-03
3332,428,61,24105.111,0,0,18.396,75,1,DE0007472060,2020-12-03
3333,1,1,290.0,0,0,290.0,1000,1,DE000LS8N0L7,2020-12-03
3335,7,1,7380.0,0,0,7380.0,1,1,DE000LS8PY66,2020-12-03
3338,6,2,5337.065,0,0,4747.59,26,1,LU0496786657,2020-12-03
3339,94,10,29257.7,0,0,2500.4,1,1,GB00B24CGK77,2020-12-03
3342,6,2,24360.0,0,0,12180.0,500,1,US38045R2067,2020-12-03
3344,6,5,5927.0,0,0,860.0,1000,1,DE000LS8KA36,2020-12-03
3346,20,16,62825.607,0,0,120.764,14,1,LU1291109616,2020-12-03
3351,11,5,66564.334,0,0,4871.295,715,1,US0357104092,2020-12-03
3352,90,12,23853.22,0,0,1034.8,1,1,CA1973091079,2020-12-03
3355,33,4,10584.0,0,0,3360.0,330,1,SE0003366871,2020-12-03
3357,4,1,62.4,0,0,62.4,30,1,MHY8564W1030,2020-12-03
3359,3,1,1995.5,0,0,1995.5,307,1,DE0005228779,2020-12-03
3362,27,2,13215.0,0,0,12600.0,2000,1,DE000LS6LH48,2020-12-03
3366,6,2,1078.5,0,0,1020.0,1,1,DE000LS8L2S0,2020-12-03
3367,4,1,1998.75,0,0,1998.75,500,1,LU0292097747,2020-12-03
3368,1,1,8175.0,0,0,8175.0,2500,1,DE000LS8C0K2,2020-12-03
3370,26,5,3519.4,0,0,691.2,710,1,DE000LS8KA44,2020-12-03
3373,16,6,59742.8,0,0,4995.2,300,1,CH0130293662,2020-12-03
3374,4,1,1470.0,0,0,1470.0,3000,1,DE000LS8F9T1,2020-12-03
3376,1,1,5225.0,0,0,5225.0,5500,1,DE000LS7J374,2020-12-03
3380,1,1,455.0,0,0,455.0,500,1,DE000LS679U5,2020-12-03
3381,4,3,875.0,0,0,315.0,500,1,DE000LS8K8B4,2020-12-03
3382,133,1,78.325,0,0,78.325,1,1,CA92919V1085,2020-12-03
3383,51,5,36528.488,0,0,2814.5,1,1,IE00BGL86Z12,2020-12-03
3384,6,1,1766.5,0,0,1766.5,1,1,GB0001500809,2020-12-03
3385,1,1,304.0,0,0,304.0,8,1,US9134561094,2020-12-03
3386,33,4,28078.395,0,0,3506.625,47,1,IE00BP3QZ825,2020-12-03
3387,6,4,41760.0,0,0,10440.0,300,1,US34417P1003,2020-12-03
3389,1,1,417.6,0,0,417.6,180,1,DE000LS7E4E6,2020-12-03
3390,137,1,1650.0,0,0,1650.0,0,1,CA90022K1003,2020-12-03
3393,1,1,16.0,0,0,16.0,50,1,DE0006223605,2020-12-03
3395,151,12,31257.07,0,0,1048.56,9,1,US65339F1012,2020-12-03
3399,916,89,762480.715,0,0,2378.25,90,1,DE000BAY0017,2020-12-03
3400,3,1,86.4,0,0,86.4,30,1,DE000LS79BE8,2020-12-03
3401,47,1,1511.4,0,0,1511.4,0,1,DK0060336014,2020-12-03
3403,2,1,545.3,0,0,545.3,350,1,CA4637731015,2020-12-03
3404,3,1,1010.0,0,0,1010.0,10,1,IL0010811243,2020-12-03
3407,1,1,2100.0,0,0,2100.0,10000,1,DE000LS8QK46,2020-12-03
3409,16,2,2745.0,0,0,2220.0,1,1,CA87262G1046,2020-12-03
3410,5,1,1025.83,0,0,1025.83,13,1,US7512121010,2020-12-03
3411,1,1,2015.306,0,0,2015.306,4439,1,CA07317Q1054,2020-12-03
3413,2,1,8140.0,0,0,8140.0,2200,1,DE0006595101,2020-12-03
3415,2,2,3503.0,0,0,2106.0,1800,1,US7045511000,2020-12-03
3416,5,1,20900.0,0,0,20900.0,10000,1,DE000LS8P6N8,2020-12-03
3417,44,5,13786.09,0,0,1776.84,50,1,US46284V1017,2020-12-03
3418,36,3,58064.235,0,0,7996.83,3706,1,LU1781541179,2020-12-03
3419,3,1,232.5,0,0,232.5,1,1,DE000LS8M665,2020-12-03
3420,156,18,28222.37,0,0,1382.7,20,1,CA6979001089,2020-12-03
3421,1,1,1278.72,0,0,1278.72,888,1,DE000LS622X9,2020-12-03
3422,15,1,828.75,0,0,828.75,1,1,DE000LS697M4,2020-12-03
3424,60,5,1624.0,0,0,325.0,200,1,DE000LS56VP0,2020-12-03
3426,1377,19,308370.9,0,0,9200.4,1,1,DE000A0HN5C6,2020-12-03
3427,1,1,300.0,0,0,300.0,400,1,DE000LS77V32,2020-12-03
3428,3681,243,3174194.69,0,0,8264.0,20,1,NL0015436031,2020-12-03
3430,169,20,92250.62,0,0,1958.4,10,1,DE000LS9QUK8,2020-12-03
3431,1,1,140.2,0,0,140.2,1,1,DE000LS9NDA2,2020-12-03
3434,39,8,12746.25,0,0,1710.0,125,1,DE000LS8M6D2,2020-12-03
3436,117,4,23809.9,0,0,10060.4,1,1,CH0025751329,2020-12-03
3437,26,6,27973.865,0,0,2387.7,42,1,IE00B0M63177,2020-12-03
3440,1,1,322.0,0,0,322.0,230,1,DE000LS8EQ02,2020-12-03
3444,11,1,1410.0,0,0,1410.0,1,1,TH0245010010,2020-12-03
3446,4,1,1220.2,0,0,1220.2,100,1,CA3359341052,2020-12-03
3447,30,11,41592.75,0,0,2146.0,10,1,CH0033361673,2020-12-03
3448,1,1,540.0,0,0,540.0,900,1,DE000LS769J7,2020-12-03
3449,41,15,153862.1,0,0,1894.72,4,1,DE000LS9KKY3,2020-12-03
3452,44,5,12664.504,0,0,1044.576,5,1,DE0009848119,2020-12-03
3453,3,2,1826.0,0,0,1350.0,7,1,US30214U1025,2020-12-03
3454,31,2,2921.886,0,0,2006.886,1000,1,US9168961038,2020-12-03
3455,457,38,222636.18,0,0,2419.8,48,1,DE000ZAL1111,2020-12-03
3460,1,1,150.5,0,0,150.5,10,1,NO0010571698,2020-12-03
3461,6,2,1015.0,0,0,630.0,90,1,US6085501095,2020-12-03
3462,6,1,377.36,0,0,377.36,106,1,US12634H2004,2020-12-03
3463,384,24,330491.2,0,0,4854.0,42,1,DE0008430026,2020-12-03
3466,2,2,997.0,0,0,760.0,1000,1,DE000LS8M6E0,2020-12-03
3467,9,1,47.5,0,0,47.5,20000,1,AU000000VML1,2020-12-03
3470,3,1,72935.0,0,0,72935.0,500,1,DE0006289499,2020-12-03
3471,5,1,375.0,0,0,375.0,1500,1,DE000LS8LM49,2020-12-03
3473,24,2,1888.95,0,0,1095.15,1,1,CH0012221716,2020-12-03
3474,8,1,183.0,0,0,183.0,1,1,US74735M1080,2020-12-03
3475,34,4,57931.08,0,0,4446.4,6,1,US1630921096,2020-12-03
3476,235,21,44211.398,0,0,1760.0,1,1,KYG3777B1032,2020-12-03
3478,15,6,8063.4,0,0,1990.2,30,1,DE000LS8N9E3,2020-12-03
3479,7,1,2878.0,0,0,2878.0,75,1,FR0011550185,2020-12-03
3481,2,1,2082.45,0,0,2082.45,15,1,DE000LS9QMH1,2020-12-03
3482,1,1,1350.0,0,0,1350.0,5000,1,DE000LS8M6B6,2020-12-03
3483,1,1,1350.0,0,0,1350.0,25,1,DE0007551509,2020-12-03
3485,35,4,14992.0,0,0,4560.0,25,1,DE000A289V03,2020-12-03
3486,15,2,5806.455,0,0,3804.0,315,1,IE00BYWZ0333,2020-12-03
3487,24,5,7904.7,0,0,828.5,794,1,FR0010405431,2020-12-03
3488,3,1,1690.0,0,0,1690.0,100,1,DE000A2G9LL1,2020-12-03
3489,36,4,18857.3,0,0,6363.9,0,1,US1713401024,2020-12-03
3490,62,1,9416.0,0,0,9416.0,1,1,US2782651036,2020-12-03
3491,61,17,222650.21,0,0,9740.4,536,1,US8552441094,2020-12-03
3493,4,1,4918.0,0,0,4918.0,100,1,LU0259322260,2020-12-03
3495,3,1,960.0,0,0,960.0,2000,1,DE000LS8M6A8,2020-12-03
3498,1,1,1600.0,0,0,1600.0,2000,1,DE000LS8LM15,2020-12-03
3502,6,3,5141.0,0,0,525.0,4000,1,DE000LS8N143,2020-12-03
3503,28,1,516.2,0,0,516.2,1000,1,GRS323003012,2020-12-03
3504,9789,54,1394529.192,0,0,4527.0,3000,1,GB00B03MLX29,2020-12-03
3505,14,1,98.5,0,0,98.5,1,1,CA5734591046,2020-12-03
3507,29,4,21253.0,0,0,9900.0,1300,1,DE000LS8M6C4,2020-12-03
3508,1,1,16838.625,0,0,16838.625,6225,1,IE00B42NKQ00,2020-12-03
3509,1,1,7980.0,0,0,7980.0,3000,1,DE000LS8K8M1,2020-12-03
3510,3,1,1232.0,0,0,1232.0,800,1,GB0031274896,2020-12-03
3512,127,4,4590.079,0,0,1232.5,0,1,AU000000LYC6,2020-12-03
3513,18,1,3250.0,0,0,3250.0,10,1,US7443201022,2020-12-03
3515,10,1,20231.25,0,0,20231.25,534,1,IE00B74DQ490,2020-12-03
3516,42,4,35461.4,0,0,7740.0,600,1,DE000A0JBPG2,2020-12-03
3519,35,6,155297.85,0,0,34056.0,19,1,US2521311074,2020-12-03
3520,5,1,273.504,0,0,273.504,889,1,DE0008476250,2020-12-03
3522,80,3,32006.69,0,0,2002.05,9,1,LU0779800910,2020-12-03
3524,6,2,27579.0,0,0,22955.0,200,1,US57778K1051,2020-12-03
3525,1,1,14850.0,0,0,14850.0,27000,1,DE000LS8NB40,2020-12-03
3526,16,1,3630.0,0,0,3630.0,1,1,CH0044328745,2020-12-03
3527,13,1,1645.0,0,0,1645.0,90,1,DE0006200108,2020-12-03
3528,4,1,5569.6,0,0,5569.6,400,1,AU000000WPL2,2020-12-03
3529,9,2,197.536,0,0,105.0,1076,1,US35906A3068,2020-12-03
3530,9,1,972.8,0,0,972.8,1,1,US98262P1012,2020-12-03
3531,13,5,8889.244,0,0,519.324,1,1,CH0496484640,2020-12-03
3532,7,1,195.7,0,0,195.7,38,1,DE000LS8N127,2020-12-03
3533,7,1,2897.6,0,0,2897.6,160,1,SE0000106270,2020-12-03
3534,4,4,7008.0,0,0,1470.0,1000,1,DE000LS8P6W9,2020-12-03
3536,2,1,3030.0,0,0,3030.0,3000,1,DE000LS75XF7,2020-12-03
3538,13,2,1060.0,0,0,540.0,1000,1,DE000LS75P65,2020-12-03
3540,128,2,2129.997,0,0,2100.0,0,1,CA60841W1068,2020-12-03
3541,122,10,135134.77,0,0,7851.0,265,1,US90184L1026,2020-12-03
3543,1,1,860.0,0,0,860.0,2000,1,DE000LS8FT08,2020-12-03
3544,1,1,2320.0,0,0,2320.0,2000,1,DE000LS8BP48,2020-12-03
3545,1,1,1008.4,0,0,1008.4,20,1,US95040Q1040,2020-12-03
3546,1,1,1102.8,0,0,1102.8,10,1,DE000LS9QUU7,2020-12-03
3549,6,1,2688.0,0,0,2688.0,10000,1,AU000000JRV4,2020-12-03
3550,1,1,2230.0,0,0,2230.0,1000,1,DE000LS74UD1,2020-12-03
3552,83,2,5460.0,0,0,2840.0,184,1,DE000LS8H7R7,2020-12-03
3554,4,1,1095.0,0,0,1095.0,1,1,DE000LS760V1,2020-12-03
3556,19,6,44629.0,0,0,8100.0,49,1,ES0169501022,2020-12-03
3557,1724,127,1695086.112,0,0,4508.0,400,1,DE000ENAG999,2020-12-03
3558,40,11,146872.7,0,0,7930.0,50,1,US8816242098,2020-12-03
3559,4,2,4201.34,0,0,4066.2,30,1,DE000LS9QDT5,2020-12-03
3560,2,2,565.6,0,0,285.6,70,1,DE000LS8N135,2020-12-03
3563,20,2,1783.25,0,0,1365.0,2500,1,CA13765L1013,2020-12-03
3565,6,4,4607.42,0,0,1479.6,7,1,US12572Q1058,2020-12-03
3566,4,2,677.0,0,0,485.0,100,1,DE000LS8A2Z8,2020-12-03
3568,3,1,936.0,0,0,936.0,60,1,IT0004712375,2020-12-03
3569,789,30,77657.155,0,0,1201.0,750,1,AU000000SLR6,2020-12-03
3571,1268,105,390029.04,0,0,1964.4,10,1,US8486371045,2020-12-03
3572,146,9,61271.0,0,0,7737.5,55,1,DE0005194062,2020-12-03
3573,1289,80,1245558.621,0,0,9752.0,200,1,DE0005140008,2020-12-03
3574,6,1,1416.0,0,0,1416.0,640,1,CA67059X2059,2020-12-03
3575,194,15,86345.94,0,0,2464.0,0,1,DE000HAG0005,2020-12-03
3576,124,1,6105.6,0,0,6105.6,0,1,AU000000RIO1,2020-12-03
3579,3,1,43190.0,0,0,43190.0,1,1,US24906P1093,2020-12-03
3580,123,3,10801.05,0,0,2371.5,0,1,DE0006048408,2020-12-03
3581,2,2,5150.0,0,0,2576.0,200,1,DE000LS8N101,2020-12-03
3583,4,1,1680.0,0,0,1680.0,500,1,DE000A168114,2020-12-03
3584,1,1,374.05,0,0,374.05,5,1,DE000LS9KKQ9,2020-12-03
3586,3013,178,1454827.3,0,0,2421.0,100,1,US47759T1007,2020-12-03
3588,5,2,4906.97,0,0,2919.62,22,1,DE000LS9NLJ6,2020-12-03
3591,1,1,651.36,0,0,651.36,118,1,GB00BFWZ2G72,2020-12-03
3592,1,1,299.94,0,0,299.94,6,1,DE000LS9M051,2020-12-03
3593,32,2,9559.35,0,0,9015.0,0,1,CH0025238863,2020-12-03
3595,54,1,15625.0,0,0,15625.0,0,1,DE000A12DM80,2020-12-03
3596,9,1,3757.28,0,0,3757.28,18,1,LU0832435464,2020-12-03
3598,1260,60,148159.544,0,0,1286.6,100,1,CA60040W1059,2020-12-03
3599,9,1,1098.37,0,0,1098.37,15,1,US25746U1097,2020-12-03
3601,6,1,1652.3,0,0,1652.3,1066,1,US5006881065,2020-12-03
3603,154,6,4765.85,0,0,640.0,1,1,DE000A0JL461,2020-12-03
3604,1,1,1956.0,0,0,1956.0,60,1,US4576693075,2020-12-03
3606,1,1,2200.0,0,0,2200.0,4000,1,DE000LS8L2Z5,2020-12-03
3607,10,4,73260.0,0,0,23650.0,5000,1,DE000LS8E6W2,2020-12-03
3608,3,1,29253.0,0,0,29253.0,107,1,DE0006289473,2020-12-03
3609,1,1,3465.0,0,0,3465.0,3500,1,DE000LS76S87,2020-12-03
3611,3,1,4860.0,0,0,4860.0,3000,1,DE000LS7GT40,2020-12-03
3613,6,1,29985.08,0,0,29985.08,2780,1,US15872M1045,2020-12-03
3615,1,1,75.9,0,0,75.9,15,1,DE000LS7H4S3,2020-12-03
3617,208,4,1115.75,0,0,347.1,500,1,DE000LS8L2G5,2020-12-03
3619,247,9,17646.2,0,0,1218.75,150,1,CA43366H1001,2020-12-03
3620,39,3,4146.23,0,0,1122.66,82,1,IT0003128367,2020-12-03
3621,47,5,31791.39,0,0,6087.64,500,1,GB00BJ1F4N75,2020-12-03
3622,15,2,3886.75,0,0,3695.85,10,1,SE0007075056,2020-12-03
3624,18,6,6972.0,0,0,1320.0,750,1,DE000LS8PP59,2020-12-03
3627,72,16,111977.5,0,0,4857.0,80,1,DE0007664005,2020-12-03
3628,14,2,3300.0,0,0,2120.0,2000,1,DE000LS8EP60,2020-12-03
3629,59,15,87405.15,0,0,3824.0,160,1,LU0775917882,2020-12-03
3630,1,1,3340.0,0,0,3340.0,50,1,IE00B78JSG98,2020-12-03
3631,30,5,25105.48,0,0,5457.4,3,1,DE000LS9HJF0,2020-12-03
3632,28,2,18311.8,0,0,17272.0,300,1,IE00BCRY5Y77,2020-12-03
3634,9,3,27633.45,0,0,12025.0,176,1,DE000PAT1AG3,2020-12-03
3636,4,1,1997.2,0,0,1997.2,100,1,GB00B8W67662,2020-12-03
3638,2,1,9097.2,0,0,9097.2,1596,1,US37364X1090,2020-12-03
3640,2,1,60.5,0,0,60.5,5,1,NO0010734338,2020-12-03
3641,1,1,1068.0,0,0,1068.0,400,1,DE000LS8C8N9,2020-12-03
3642,204,22,137711.44,0,0,5102.0,31,1,FR0000120644,2020-12-03
3643,37,19,87192.58,0,0,491.34,6,1,LU0908500753,2020-12-03
3645,44,3,9922.0,0,0,3171.0,3020,1,DE000LS8EP78,2020-12-03
3648,1,1,1792.0,0,0,1792.0,70,1,US1925761066,2020-12-03
3651,3,1,3608.7,0,0,3608.7,30,1,DE000LS9L509,2020-12-03
3652,7,2,1710.1,0,0,1227.0,50,1,US8760301072,2020-12-03
3653,23,3,2761.59,0,0,1096.42,6,1,DE000LS9NTH3,2020-12-03
3654,1,1,334.8,0,0,334.8,310,1,DE000LS8F9G8,2020-12-03
3655,7,1,516.0,0,0,516.0,300,1,DE000LS8PP67,2020-12-03
3657,18,1,101805.0,0,0,101805.0,16500,1,GB00BMJ6DW54,2020-12-03
3658,21,2,5306.75,0,0,3121.0,1,1,LU1681038599,2020-12-03
3660,3,3,3975.0,0,0,1132.0,400,1,DE000LS8L2E0,2020-12-03
3662,3,1,657.0,0,0,657.0,3,1,US0036541003,2020-12-03
3663,144,1,999.615,0,0,999.615,0,1,CA03074G1090,2020-12-03
3664,138,10,31708.64,0,0,3344.0,1,1,DE0007921835,2020-12-03
3665,4,3,2709.449,0,0,1021.41,260,1,IE00BLRPQJ54,2020-12-03
3666,147,5,15660.1,0,0,1260.0,0,1,AT0000969985,2020-12-03
3667,10,4,10955.0,0,0,3791.0,500,1,DE000LS773A8,2020-12-03
3668,13,2,2485.0,0,0,1470.0,350,1,NO0010708068,2020-12-03
3669,9,2,7904.0,0,0,4824.0,14,1,US76680R2067,2020-12-03
3671,65,11,45958.915,0,0,2934.4,50,1,IE00BDVPNG13,2020-12-03
3675,3,1,2800.5,0,0,2800.5,21,1,US74460D1090,2020-12-03
3677,70,2,5440.0,0,0,3400.0,0,1,DE000LS790V8,2020-12-03
3680,4,1,1090.0,0,0,1090.0,1000,1,DE000LS7GT32,2020-12-03
3683,1,1,5400.0,0,0,5400.0,2000,1,DE000LS8E6B6,2020-12-03
3684,1,1,27.04,0,0,27.04,52,1,DE000LS8F0T0,2020-12-03
3685,15,5,7770.8,0,0,1020.6,400,1,DE000LS8EP52,2020-12-03
3686,6,2,9277.82,0,0,8921.0,50,1,IE00B7J7TB45,2020-12-03
3687,168,7,48620.0,0,0,3665.0,0,1,DE000A1X3W00,2020-12-03
3688,11,6,19480.5,0,0,5380.0,300,1,DE000LS622L4,2020-12-03
3689,3,1,1530.0,0,0,1530.0,1,1,BMG3682E1921,2020-12-03
3691,11,7,9398.67,0,0,624.57,500,1,DE000LS8PP42,2020-12-03
3692,3,2,2049.6,0,0,1956.4,100,1,US03837J1016,2020-12-03
3693,11258,547,9550840.15,0,0,4930.5,20,1,US88160R1014,2020-12-03
3694,44,15,260984.912,0,0,3007.776,200,1,FR0000120628,2020-12-03
3695,2,1,1889.6,0,0,1889.6,20,1,DE000LS9MQC2,2020-12-03
3696,134,1,16668.0,0,0,16668.0,0,1,DE000A0S8488,2020-12-03
3697,3,1,814.1,0,0,814.1,7,1,IE00B53L3W79,2020-12-03
3698,58,5,22200.98,0,0,919.19,100,1,US5007541064,2020-12-03
3699,2,1,857.5,0,0,857.5,250,1,DE000LS8L2C4,2020-12-03
3700,2,1,1774.2,0,0,1774.2,6,1,JP3571400005,2020-12-03
3701,1,1,595.0,0,0,595.0,250,1,DE000LS8QB39,2020-12-03
3703,47,1,15770.0,0,0,15770.0,50,1,IE00B5L8K969,2020-12-03
3706,1,1,938.0,0,0,938.0,1400,1,DE000LS8EP29,2020-12-03
3707,23,3,21754.0,0,0,1739.0,50,1,DE0006202005,2020-12-03
3708,62,1,1127.7,0,0,1127.7,5000,1,CA0898041086,2020-12-03
3712,11,11,29757.936,0,0,83.96,2,1,IE00BC7GZJ81,2020-12-03
3713,3,1,382.0,0,0,382.0,10,1,CA00208D4084,2020-12-03
3716,172,16,62032.211,0,0,3167.15,260,1,CA32076V1031,2020-12-03
3717,1,1,195.0,0,0,195.0,1500,1,DE000LS8AL68,2020-12-03
3718,1,1,52.65,0,0,52.65,650,1,DE000LS75FK4,2020-12-03
3720,228,8,74843.0,0,0,6560.0,0,1,DE0007448508,2020-12-03
3721,26,4,9320.0,0,0,2280.0,15,1,JP3151600008,2020-12-03
3722,1,1,165.6,0,0,165.6,60,1,DE000LS8LL57,2020-12-03
3723,2,1,93.12,0,0,93.12,40,1,US56400P7069,2020-12-03
3724,15,1,4740.32,0,0,4740.32,300,1,AT0000937503,2020-12-03
