,OrdereinstellungenAnzahl,GeschaefteAnzahl,GeschaefteKurswert,OrderloeschungenAnzahl,OrderaenderungenAnzahl,KurswertMedian,OrdereinstellungenWertMedian,MarketMakerAnzahl,ISIN,date
1375,676,63,547611.58,0,0,1191.84,26,1,IE00B4L5Y983,2020-12-09
1376,4,1,142.5,0,0,142.5,1000,1,DE000LS8R1M9,2020-12-09
1377,9,1,99996.4,0,0,99996.4,4970,1,ES0130960018,2020-12-09
1378,2,1,1087.5,0,0,1087.5,15,1,US0995021062,2020-12-09
1379,4,1,1130.0,0,0,1130.0,200,1,DE0006214687,2020-12-09
1380,65,1,493.4,0,0,493.4,0,1,CH0030170408,2020-12-09
1381,6,1,123.24,0,0,123.24,30,1,GB00BJ62K685,2020-12-09
1383,30,3,2175.238,0,0,125.451,1200,1,CA68620P1018,2020-12-09
1385,332,29,51866.263,0,0,849.3,10,1,GB00BFXZC448,2020-12-09
1386,28,7,78037.015,0,0,4817.0,100,1,US0605051046,2020-12-09
1387,1,1,62.056,0,0,62.056,4,1,LU1048316647,2020-12-09
1388,3,2,10755.0,0,0,5535.0,1500,1,DE000LS8R1N7,2020-12-09
1390,3,1,4837.12,0,0,4837.12,128,1,SE0014684528,2020-12-09
1391,2,1,969.72,0,0,969.72,4,1,DE000LS9PGB8,2020-12-09
1392,1,1,1903.16,0,0,1903.16,98,1,IE00B14X4T88,2020-12-09
1393,5,1,456.0,0,0,456.0,30,1,US6802231042,2020-12-09
1394,13,3,34426.65,0,0,12726.0,50,1,IE00B0M63730,2020-12-09
1396,274,9,8300.17,0,0,686.0,1,1,CA4063721027,2020-12-09
1399,10,3,24769.31,0,0,9525.0,65,1,DE000LS9NRM7,2020-12-09
1400,4,3,13152.5,0,0,2218.5,29,1,US45780R1014,2020-12-09
1401,7,3,1451.4,0,0,452.4,1,1,DE000LS7K3Q4,2020-12-09
1402,1,1,2700.0,0,0,2700.0,1000,1,DE000LS8A0M0,2020-12-09
1405,157,11,15639.8,0,0,1444.4,0,1,US88032Q1094,2020-12-09
1406,1,1,305.6,0,0,305.6,80,1,US45244C1045,2020-12-09
1407,2,1,265.5,0,0,265.5,531,1,DE000LS8L0L9,2020-12-09
1409,5,1,573.87,0,0,573.87,47,1,AU000000WBC1,2020-12-09
1411,14,3,16550.0,0,0,4225.0,5000,1,DE000LS8DK82,2020-12-09
1412,1,1,11566.0,0,0,11566.0,2000,1,IE00BJ5JP212,2020-12-09
1413,1,1,1860.0,0,0,1860.0,750,1,DE000LS7R8F9,2020-12-09
1415,5,1,12800.0,0,0,12800.0,1,1,DE000LS69WF2,2020-12-09
1416,5,1,2786.825,0,0,2786.825,200,1,IE00BDZZTM54,2020-12-09
1417,220,26,94989.0,0,0,3675.0,0,1,DE0007276503,2020-12-09
1418,42,7,10730.59,0,0,1642.6,7,1,DE000LS9PXQ1,2020-12-09
1420,1,1,90.65,0,0,90.65,185,1,DE000LS8R1Z1,2020-12-09
1422,42,3,831.024,0,0,240.625,75,1,CA87039X1096,2020-12-09
1423,37,3,46747.85,0,0,3051.45,67,1,CA49741E1007,2020-12-09
1424,41,14,442111.3,0,0,6716.25,150,1,FR0000131104,2020-12-09
1425,4,1,236.0,0,0,236.0,1000,1,US8051111016,2020-12-09
1426,21,2,7150.4,0,0,5009.4,10,1,CH0012255151,2020-12-09
1427,2,1,809.9,0,0,809.9,890,1,DE000LS7J0K6,2020-12-09
1428,93,3,8670.1,0,0,3035.4,60,1,LU0252634307,2020-12-09
1429,3,1,2832.0,0,0,2832.0,1,1,GB00B01FLG62,2020-12-09
1430,91,12,30687.2,0,0,2292.5,30,1,US92243A2006,2020-12-09
1433,517,43,343560.4,0,0,4122.0,16,1,NL0012044747,2020-12-09
1434,22,1,1070.0,0,0,1070.0,1,1,US89102U1034,2020-12-09
1437,108,17,132534.89,0,0,4524.0,50,1,US5951121038,2020-12-09
1438,6,2,5516.0,0,0,4472.0,3,1,US7766961061,2020-12-09
1439,3,1,103.056,0,0,103.056,1356,1,DE000LS8N713,2020-12-09
1440,3,1,5850.0,0,0,5850.0,1,1,US74347M1080,2020-12-09
1441,16,1,352.0,0,0,352.0,70,1,US74975E3036,2020-12-09
1442,34,3,7566.28,0,0,2501.28,140,1,DE0005008007,2020-12-09
1443,1,1,3177.88,0,0,3177.88,212,1,IE00BDF16114,2020-12-09
1444,1,1,330.0,0,0,330.0,30,1,ES0119037010,2020-12-09
1447,132,9,572275.07,0,0,4843.216,664,1,IE00BYX2JD69,2020-12-09
1448,1,1,1232.4,0,0,1232.4,10,1,DE000LS9PGM5,2020-12-09
1449,8,2,9404.4,0,0,6342.0,1,1,CNE100000BG0,2020-12-09
1451,5,1,1855.28,0,0,1855.28,1,1,DE000LS9J4Z4,2020-12-09
1452,7,1,997.668,0,0,997.668,111,1,US2536511031,2020-12-09
1453,35,5,10005.89,0,0,1575.0,500,1,DE000LS7WY27,2020-12-09
1455,10,1,268.5,0,0,268.5,1,1,DE000LS8DK33,2020-12-09
1457,1,1,4350.0,0,0,4350.0,2500,1,AU000000ASB3,2020-12-09
1459,78,2,4416.52,0,0,2790.0,1500,1,DE000LS76XT6,2020-12-09
1460,12,3,26980.0,0,0,4680.0,1000,1,DE000LS753N3,2020-12-09
1461,16,2,2077.815,0,0,1085.175,32,1,LU0392496690,2020-12-09
1463,4,4,1168.0,0,0,320.0,250,1,DE000LS8M3K4,2020-12-09
1464,108,5,5975.68,0,0,1087.4,7,1,US2538681030,2020-12-09
1466,3,1,32.7,0,0,32.7,30,1,DE000LS7AY56,2020-12-09
1471,4,1,1910.0,0,0,1910.0,1000,1,DE000LS7WY35,2020-12-09
1473,11,2,666.5,0,0,660.0,9200,1,AU000000MEB8,2020-12-09
1474,9,1,1970.64,0,0,1970.64,450,1,US02155H2004,2020-12-09
1475,73,6,13272.6,0,0,2808.3,3,1,IE0032077012,2020-12-09
1477,161,10,7128.94,0,0,485.875,0,1,DE000A2E4LE9,2020-12-09
1478,3,1,2309.71,0,0,2309.71,109,1,US92346J1088,2020-12-09
1480,6,1,219.36,0,0,219.36,400,1,US36829G1076,2020-12-09
1481,6,1,3150.0,0,0,3150.0,10,1,US14161W1053,2020-12-09
1483,6,2,2340.0,0,0,2028.0,20,1,US69327R1014,2020-12-09
1484,98,1,2375.0,0,0,2375.0,0,1,FR0011675362,2020-12-09
1486,44,12,24056.35,0,0,2625.0,150,1,DE000LS76XR0,2020-12-09
1488,14,3,4542.5,0,0,1415.75,5,1,DE000ETFL441,2020-12-09
1489,1,1,206.4,0,0,206.4,60,1,US0044342055,2020-12-09
1490,12,3,5191.0,0,0,1052.0,2,1,DE0005570808,2020-12-09
1494,529,24,47112.88,0,0,1591.2,112,1,US23283M1018,2020-12-09
1495,1,1,900.0,0,0,900.0,2000,1,DE000LS8L0F1,2020-12-09
1497,32,12,66700.0,0,0,6440.0,4000,1,DE000LS8D9P1,2020-12-09
1498,61,13,68847.74,0,0,2696.7,120,1,NL0014040206,2020-12-09
1501,59,9,18684.463,0,0,2097.25,1000,1,US4227041062,2020-12-09
1502,14,3,35571.4,0,0,3053.2,10,1,US8740541094,2020-12-09
1503,3,1,2301.52,0,0,2301.52,250,1,LU0490618542,2020-12-09
1504,11,2,1104.5,0,0,665.7,3,1,US52603B1070,2020-12-09
1505,4,3,6207.13,0,0,2093.52,8,1,DE000LS9NQS6,2020-12-09
1506,19,3,7679.21,0,0,1893.15,19,1,IE00B4K48X80,2020-12-09
1507,9,1,2940.0,0,0,2940.0,400,1,US38059T1060,2020-12-09
1508,3,1,6600.0,0,0,6600.0,800,1,US5747951003,2020-12-09
1510,4,2,2511.46,0,0,2491.45,130,1,SE0000379190,2020-12-09
1512,4,1,604.5,0,0,604.5,65,1,US03762U1051,2020-12-09
1513,18,3,23817.14,0,0,3843.2,60,1,US40434L1052,2020-12-09
1514,1,1,451.85,0,0,451.85,35,1,DE000LS69VM0,2020-12-09
1516,373,11,9141.8,0,0,635.0,200,1,DE000LS752X4,2020-12-09
1517,14,3,3015.37,0,0,978.75,25,1,US4622221004,2020-12-09
1518,9,2,5114.021,0,0,4913.271,250,1,CA0539061030,2020-12-09
1519,1,1,3900.0,0,0,3900.0,13000,1,DE000LS7G7L2,2020-12-09
1520,2,1,840.0,0,0,840.0,2800,1,DE000LS7GZ00,2020-12-09
1521,3,1,501.5,0,0,501.5,40,1,IE00BHJYDV33,2020-12-09
1522,2,2,2860.0,0,0,1860.0,9300,1,DE000LS27GC0,2020-12-09
1523,454,46,90471.68,0,0,1464.0,200,1,DE0005088108,2020-12-09
1527,80,3,2859.0,0,0,832.0,400,1,DE000LS752Y2,2020-12-09
1528,24,3,9798.0,0,0,1350.0,15000,1,CA19200Q2099,2020-12-09
1531,408,33,81219.968,0,0,1428.0,400,1,GB00B18S7B29,2020-12-09
1532,3,1,702.0,0,0,702.0,1350,1,DE000LS8L030,2020-12-09
1533,63,13,102798.44,0,0,3857.4,4,1,US5324571083,2020-12-09
1535,6,1,9250.0,0,0,9250.0,5000,1,DE000LS62A75,2020-12-09
1536,11,1,708.0,0,0,708.0,16,1,NL0010583399,2020-12-09
1538,16,3,10479.6,0,0,3600.0,2000,1,DE000A1H8MU2,2020-12-09
1540,17,2,3400.6,0,0,1728.6,80,1,DE000A2P4LJ5,2020-12-09
1541,304,41,364063.64,0,0,6223.5,100,1,NL0012169213,2020-12-09
1542,62,10,55156.222,0,0,3879.0,200,1,IE00B6R52036,2020-12-09
1543,5,2,594.0,0,0,324.0,200,1,DE000LS752V8,2020-12-09
1544,1,1,835.0,0,0,835.0,250,1,DE000LS6T2V8,2020-12-09
1545,12,2,211329.472,0,0,206332.854,15834,1,LU1781541252,2020-12-09
1546,1,1,2110.32,0,0,2110.32,9,1,LU0290358224,2020-12-09
1547,3,1,211.2,0,0,211.2,6,1,DE000LS69VN8,2020-12-09
1548,6,1,702.0,0,0,702.0,3000,1,DE000LS8M2S9,2020-12-09
1549,13,2,139.04,0,0,70.84,22,1,US0413562051,2020-12-09
1550,7,3,18674.4,0,0,3268.8,18,1,US98138H1014,2020-12-09
1551,8,3,5714.65,0,0,2215.5,300,1,CA8283631015,2020-12-09
1555,1,1,7432.38,0,0,7432.38,942,1,DE000LS76WY8,2020-12-09
1557,18,1,27600.0,0,0,27600.0,0,1,IL0010958192,2020-12-09
1558,1,1,9760.0,0,0,9760.0,4000,1,JE00BF50RG45,2020-12-09
1559,2961,258,1847581.075,0,0,2662.8,75,1,US0937121079,2020-12-09
1560,97,1,1770.0,0,0,1770.0,1,1,IE00B91XRN20,2020-12-09
1564,98,3,29343.25,0,0,4023.5,60,1,US1717793095,2020-12-09
1565,4,2,16899.1,0,0,14272.5,230,1,LU1681045024,2020-12-09
1566,5,2,3286.0,0,0,2650.0,600,1,DE000LS8N648,2020-12-09
1567,45,2,272.1,0,0,169.5,0,1,CA13646R1038,2020-12-09
1568,178,1,6868.8,0,0,6868.8,100,1,DE0008475096,2020-12-09
1572,13,1,1505.81,0,0,1505.81,44,1,GB0002374006,2020-12-09
1573,13,4,14550.0,0,0,5200.0,100,1,DE0005706535,2020-12-09
1574,2,1,345.0,0,0,345.0,300,1,DE000LS8N655,2020-12-09
1575,2,1,10154.43,0,0,10154.43,33,1,DE000LS9BNL3,2020-12-09
1576,2,1,1483.85,0,0,1483.85,59,1,DE000LS69VH0,2020-12-09
1577,221,9,33879.367,0,0,1861.6,23,1,CH0445689208,2020-12-09
1580,4,1,1834.0,0,0,1834.0,700,1,AU000000CHN7,2020-12-09
1583,23,2,9034.8,0,0,6342.0,70,1,NL0000009165,2020-12-09
1584,13,3,14218.4,0,0,3739.5,15,1,US6668071029,2020-12-09
1585,1,1,1477.0,0,0,1477.0,100,1,DE000LS64FX1,2020-12-09
1588,70,1,4150.0,0,0,4150.0,1,1,US48669G1058,2020-12-09
1589,3,1,590.85,0,0,590.85,101,1,US54142F1021,2020-12-09
1591,1,1,1054.0,0,0,1054.0,20,1,JE00BN574F90,2020-12-09
1593,1,1,6002.0,0,0,6002.0,100,1,IE00B4613386,2020-12-09
1594,3,1,1200.0,0,0,1200.0,20,1,US45688C1071,2020-12-09
1595,2,2,1336.8,0,0,1067.55,55,1,DE000LS69VK4,2020-12-09
1596,15,2,2636.0,0,0,2004.0,100,1,US0537741052,2020-12-09
1599,1,1,2400.0,0,0,2400.0,250,1,DE000LS8C5S4,2020-12-09
1600,2,1,2526.0,0,0,2526.0,600,1,DE000LS8BU41,2020-12-09
1602,6,1,1109.2,0,0,1109.2,20,1,IE00B4556L06,2020-12-09
1605,9,4,14707.0,0,0,4710.0,100,1,DE000LS8B2P8,2020-12-09
1606,177,25,115696.0,0,0,2085.0,10,1,US22788C1053,2020-12-09
1608,11,2,18022.1,0,0,9301.5,13,1,US5500211090,2020-12-09
1609,58,8,45849.6,0,0,3250.0,20,1,DE000A0JCY11,2020-12-09
1614,7,3,74887.595,0,0,29958.845,279,1,LU0292109856,2020-12-09
1615,18,2,12114.2,0,0,10396.5,1,1,DE000LS9KZ51,2020-12-09
1616,1,1,8400.0,0,0,8400.0,1000,1,DE000LS6ZF44,2020-12-09
1617,6,2,14225.0,0,0,7425.0,5500,1,DE000LS71YX7,2020-12-09
1618,1,1,82.5,0,0,82.5,250,1,DE000LS8HW35,2020-12-09
1621,16,1,1375.5,0,0,1375.5,2976,1,IT0003497168,2020-12-09
1622,3,2,1640.2,0,0,1240.2,100,1,US1894641000,2020-12-09
1623,16,5,215610.0,0,0,43410.0,1,1,DE000LS5MW72,2020-12-09
1624,8,1,521050.0,0,0,521050.0,1000,1,XS1433512891,2020-12-09
1629,6,6,63228.3,0,0,6238.35,900,1,DE000A1NZLQ9,2020-12-09
1630,4,2,3013.6,0,0,2740.0,1000,1,SE0007640156,2020-12-09
1631,22,2,12449.26,0,0,11925.0,22,1,US69351T1060,2020-12-09
1632,127,2,1418.0,0,0,709.0,0,1,CNE1000001S0,2020-12-09
1633,386,15,63355.42,0,0,1261.0,1,1,DE0005909006,2020-12-09
1634,54,10,30557.538,0,0,1918.0,200,1,US38268T1034,2020-12-09
1635,3,1,2444.64,0,0,2444.64,1,1,LU1563454823,2020-12-09
1636,35,1,3487.37,0,0,3487.37,0,1,NL0009805522,2020-12-09
1638,6,1,1254.3,0,0,1254.3,555,1,DE000LS8G1J8,2020-12-09
1640,11,2,7996.88,0,0,7493.0,150,1,LU2023678282,2020-12-09
1641,1,1,990.63,0,0,990.63,3,1,DE000LS9AKT4,2020-12-09
1642,11,1,776.0,0,0,776.0,20,1,US55087P1049,2020-12-09
1643,4,1,994.25,0,0,994.25,1050,1,DE000LS5M4U4,2020-12-09
1644,46,6,9049.295,0,0,2049.795,1400,1,CA00791E1025,2020-12-09
1645,131,23,208094.8,0,0,7150.0,60,1,DE000A2N4H07,2020-12-09
1646,20,3,4890.0,0,0,1758.0,400,1,DE000LS6QL96,2020-12-09
1647,6,1,530.5,0,0,530.5,4527,1,NO0010112675,2020-12-09
1648,2,1,830.0,0,0,830.0,200,1,DE000LS68BS1,2020-12-09
1650,210,15,91351.64,0,0,5952.0,200,1,US0126531013,2020-12-09
1652,320,17,42071.214,0,0,1100.28,1,1,CA55406A1012,2020-12-09
1656,5,1,5789.0,0,0,5789.0,700,1,DE000LS6ZF36,2020-12-09
1658,8,2,2905.56,0,0,2595.0,6,1,DE000LED4000,2020-12-09
1662,5,1,9411.525,0,0,9411.525,50,1,US5010441013,2020-12-09
1664,10,1,10107.0,0,0,10107.0,43,1,IE00B3ZW0K18,2020-12-09
1667,15,2,23319.9,0,0,23000.0,22,1,AT0000785407,2020-12-09
1668,35,8,18492.5,0,0,1950.0,1000,1,DE000LS6QL70,2020-12-09
1669,4,2,672.76,0,0,378.08,556,1,DE000LS8R1G1,2020-12-09
1671,3,1,5600.0,0,0,5600.0,0,1,DE000LS7GZ42,2020-12-09
1674,14,1,36.8,0,0,36.8,1,1,AU000000HXG7,2020-12-09
1675,1,1,9450.0,0,0,9450.0,5000,1,DE000LS76GB9,2020-12-09
1678,9,3,4106.385,0,0,1373.4,59,1,US6826801036,2020-12-09
1679,11,2,1377.0,0,0,812.0,100,1,CA00510L1067,2020-12-09
1681,3,1,12157.75,0,0,12157.75,1,1,DE000LS9BNT6,2020-12-09
1683,84,15,21530.54,0,0,1575.2,874,1,DE000LS6QL88,2020-12-09
1684,31,1,578.63,0,0,578.63,27,1,CA7063271034,2020-12-09
1688,10,2,984.74,0,0,891.84,48,1,SE0010100958,2020-12-09
1690,2808,196,1020188.275,0,0,1905.0,26,1,CNE100000296,2020-12-09
1691,9,1,913.48,0,0,913.48,1000,1,CA55303L1013,2020-12-09
1692,16,7,113100.0,0,0,14600.0,5000,1,DE000LS6QL54,2020-12-09
1693,4,1,1893.1,0,0,1893.1,25,1,LU0328474803,2020-12-09
1694,31,4,4370.0,0,0,1232.0,400,1,DE000LS752Z9,2020-12-09
1695,61,4,6896.94,0,0,2029.8,5,1,DE000LS9NR58,2020-12-09
1696,663,62,414631.3,0,0,4059.5,40,1,DE000SHL1006,2020-12-09
1697,1,1,516.0,0,0,516.0,1200,1,DE000LS64XE4,2020-12-09
1699,81,10,27586.375,0,0,1255.0,2500,1,KYG7397A1067,2020-12-09
1702,11,3,20770.342,0,0,4978.2,200,1,IE00B652H904,2020-12-09
1703,224,4,3217.62,0,0,1280.0,75,1,DE000LS6QL62,2020-12-09
1704,8,3,5312.235,0,0,2010.5,50,1,IE00B9MRHC27,2020-12-09
1706,14,1,5355.0,0,0,5355.0,1,1,IE00B7KMNP07,2020-12-09
1708,4,1,1610.0,0,0,1610.0,1,1,US4500561067,2020-12-09
1709,1,1,258.52,0,0,258.52,4,1,LU0496786731,2020-12-09
1711,6,1,59.94,0,0,59.94,9,1,NO0010014632,2020-12-09
1712,12,3,11773.7,0,0,3260.0,2865,1,DE000LS8M6L5,2020-12-09
1717,226,3,205592.0,0,0,99960.0,3200,1,US3994732069,2020-12-09
1719,26,3,3942.8,0,0,1198.5,470,1,US45166V1061,2020-12-09
1720,2,2,898.193,0,0,694.263,17,1,IE00B4L5YX21,2020-12-09
1721,6,2,4003.0,0,0,3690.0,1000,1,DE000LS8L3J7,2020-12-09
1722,28,10,292400.0,0,0,32400.0,1000,1,US1104481072,2020-12-09
1724,72,3,2785.0,0,0,892.0,1,1,DE000LS8EQ93,2020-12-09
1725,363,26,105895.7,0,0,2624.0,1,1,CH0038389992,2020-12-09
1730,12,2,4103.0,0,0,3400.0,100,1,US69553P1003,2020-12-09
1732,11,3,3430.0,0,0,1300.0,5000,1,DE000LS8N9M6,2020-12-09
1733,3,1,4949.0,0,0,4949.0,28,1,US44980X1090,2020-12-09
1736,283,26,272522.58,0,0,5828.0,50,1,NL0000226223,2020-12-09
1738,8,1,1955.2,0,0,1955.2,15,1,US3463751087,2020-12-09
1739,115,3,30032.5,0,0,12892.5,500,1,DE0006602006,2020-12-09
1740,166,3,11191.9,0,0,4375.8,900,1,LU1838002480,2020-12-09
1741,3,1,4868.982,0,0,4868.982,20,1,US3765351008,2020-12-09
1742,3273,333,4401799.92,0,0,4090.4,30,1,DE0007164600,2020-12-09
1743,9,1,4923.984,0,0,4923.984,4,1,DE000A0X7541,2020-12-09
1744,12,2,7847.84,0,0,4054.05,1001,1,DE000LS8L3H1,2020-12-09
1746,1,1,455.0,0,0,455.0,500,1,DE000LS8K0E5,2020-12-09
1747,21,1,5686.8,0,0,5686.8,190,1,HK0285041858,2020-12-09
1750,16,2,3354.0,0,0,2016.5,300,1,DE0005932735,2020-12-09
1751,79,3,1543.15,0,0,496.5,88,1,US44852D1081,2020-12-09
1752,3399,181,1538352.341,0,0,2542.0,250,1,DE000TUAG000,2020-12-09
1754,76,4,114547.5,0,0,7082.5,40,1,DK0060094928,2020-12-09
1760,96,14,41044.52,0,0,3079.68,190,1,DE000A2YN702,2020-12-09
1761,1,1,4910.4,0,0,4910.4,180,1,JP3475350009,2020-12-09
1762,624,64,361663.0,0,0,2943.0,5,1,US98980L1017,2020-12-09
1763,50,3,5019.995,0,0,1654.695,466,1,GB0007908733,2020-12-09
1765,3,1,85.0,0,0,85.0,5000,1,AU000000BAT1,2020-12-09
1766,11,1,252.0,0,0,252.0,10000,1,CA64157G1019,2020-12-09
1767,90,5,10650.324,0,0,1183.7,133,1,ES0173516115,2020-12-09
1768,5,2,7014.3,0,0,5993.1,5,1,DE000LS9QMM1,2020-12-09
1769,46,2,19391.95,0,0,13521.25,1,1,CH0239229302,2020-12-09
1770,15,5,12569.94,0,0,2087.04,12,1,US2566771059,2020-12-09
1771,7,1,30942.34,0,0,30942.34,600,1,IE00B9M6SJ31,2020-12-09
1772,94,4,12343.0,0,0,5355.0,400,1,US4831191030,2020-12-09
1773,64,1,8625.0,0,0,8625.0,0,1,DE0007857476,2020-12-09
1774,1,1,5480.0,0,0,5480.0,4000,1,DE000LS8G4W5,2020-12-09
1775,11,1,7884.5,0,0,7884.5,130,1,US1266501006,2020-12-09
1776,4,1,250.0,0,0,250.0,1000,1,DE000LS8Q245,2020-12-09
1777,56,3,53664.44,0,0,495.04,140,1,DE000LS8M6F7,2020-12-09
1778,181,10,36412.08,0,0,1630.2,0,1,DE000SHA0159,2020-12-09
1781,43,11,28873.2,0,0,297.6,300,1,DE000LS8RW74,2020-12-09
1782,26,3,5314.2,0,0,572.4,4,1,US4523271090,2020-12-09
1783,1,1,2805.0,0,0,2805.0,8500,1,DE000LS8Q211,2020-12-09
1786,5,1,545.0,0,0,545.0,10,1,US78377T1079,2020-12-09
1787,5,1,6480.0,0,0,6480.0,1,1,US74838J1016,2020-12-09
1788,11,1,936.75,0,0,936.75,12,1,BE0974320526,2020-12-09
1789,10,2,1652.08,0,0,1560.6,5,1,US7802871084,2020-12-09
1790,3,2,228.9,0,0,196.2,900,1,US97654L1089,2020-12-09
1791,1,1,5026.42,0,0,5026.42,23,1,DE000LS9JHV7,2020-12-09
1794,4,1,756.0,0,0,756.0,90,1,US89421Q2057,2020-12-09
1795,10,5,22948.0,0,0,5460.0,1000,1,DE0005201602,2020-12-09
1796,1,1,725.0,0,0,725.0,500,1,DE000LS8GW93,2020-12-09
1797,11,1,960.0,0,0,960.0,4000,1,DE000LS8Q229,2020-12-09
1801,20,1,5033.7,0,0,5033.7,658,1,US08915P1012,2020-12-09
1803,776,70,371550.414,0,0,2212.0,47,1,IE00B1XNHC34,2020-12-09
1805,6,1,1188.0,0,0,1188.0,1,1,US7376301039,2020-12-09
1807,4,2,2096.0,0,0,1048.0,400,1,DE000LS8G5D2,2020-12-09
1808,26,3,6994.0,0,0,1736.4,1,1,US09857L1089,2020-12-09
1809,8,2,5223.25,0,0,4830.0,3000,1,AU000000S320,2020-12-09
1810,1,1,295.8,0,0,295.8,290,1,DE000LS8KS28,2020-12-09
1811,146,3,18625.0,0,0,6625.0,0,1,DE0005104400,2020-12-09
1813,23,8,36079.4,0,0,4480.0,100,1,DE000LS8N9W5,2020-12-09
1815,47,12,20098.2,0,0,1621.7,5,1,DE000LS9NE38,2020-12-09
1816,7,2,1553.55,0,0,1241.2,100,1,IE00BJ5JP105,2020-12-09
1817,1,1,1136.5,0,0,1136.5,100,1,HK0016000132,2020-12-09
1818,62,2,625.0,0,0,497.0,200,1,DE000LS8LV55,2020-12-09
1823,5,1,2365.5,0,0,2365.5,50,1,SG1L01001701,2020-12-09
1824,1,1,490.0,0,0,490.0,70,1,HK0291001490,2020-12-09
1825,7,3,8578.04,0,0,1221.92,333,1,IE00B6YX5C33,2020-12-09
1826,57,14,77653.8,0,0,2995.2,1,1,US02079K1079,2020-12-09
1828,21,5,4403.0,0,0,575.0,2200,1,DE000LS8M764,2020-12-09
1830,62,10,38541.326,0,0,2763.306,40,1,CH0475986318,2020-12-09
1831,1,1,366.25,0,0,366.25,25,1,LV0000100659,2020-12-09
1833,204,24,317685.98,0,0,4919.0,30,1,US02156B1035,2020-12-09
1834,1,1,5168.8,0,0,5168.8,1820,1,AU000000DHG9,2020-12-09
1835,7,3,6264.985,0,0,2029.76,150,1,DE000A0V9Y57,2020-12-09
1836,7,2,510.0,0,0,450.0,2922,1,AU000000DYL4,2020-12-09
1837,11,1,1070.0,0,0,1070.0,1000,1,DE000LS8N9U9,2020-12-09
1838,5,1,948.0,0,0,948.0,1592,1,US8794338298,2020-12-09
1839,168,5,6669.2,0,0,720.0,0,1,HK0883013259,2020-12-09
1840,29,4,29705.85,0,0,1960.56,20,1,US98419M1009,2020-12-09
1841,1,1,1600.0,0,0,1600.0,5000,1,DE000LS7V742,2020-12-09
1844,77,18,131013.46,0,0,8279.0,30,1,FR0000120578,2020-12-09
1845,78,3,6705.0,0,0,550.0,1,1,DE000LS792A8,2020-12-09
1846,2,1,4291.98,0,0,4291.98,84,1,DE0007483612,2020-12-09
1847,6,3,26664.6,0,0,2610.0,8000,1,DE000LS8L402,2020-12-09
1849,3,2,2895.0,0,0,2320.0,1000,1,DE0006942808,2020-12-09
1850,1,1,6024.9,0,0,6024.9,1510,1,DE000LS8G5A8,2020-12-09
1851,7,1,84.0,0,0,84.0,450,1,DE000LS8KB01,2020-12-09
1852,453,31,459241.391,0,0,4641.0,400,1,US3696041033,2020-12-09
1853,4,1,1160.9,0,0,1160.9,1222,1,CH0314029270,2020-12-09
1855,148,1,604.0,0,0,604.0,0,1,DE0005407407,2020-12-09
1857,207,16,43431.4,0,0,1700.0,0,1,DE000A0XYHT5,2020-12-09
1858,13,1,2714.8,0,0,2714.8,40,1,US05464T1043,2020-12-09
1859,1,1,367.71,0,0,367.71,119,1,DE000LS62DX0,2020-12-09
1860,373,7,281775.54,0,0,28455.0,600,1,LU0411075376,2020-12-09
1862,28,6,13918.0,0,0,2450.0,5000,1,CA6660061012,2020-12-09
1863,93,4,104306.0,0,0,18992.0,10,1,NL0010408704,2020-12-09
1866,101,1,227.0,0,0,227.0,0,1,CH0024638212,2020-12-09
1867,29,5,29384.7,0,0,5430.01,6,1,DE000LS9PJS6,2020-12-09
1868,5,1,5350.0,0,0,5350.0,100,1,US63009R1095,2020-12-09
1869,44,12,46981.695,0,0,2452.0,25,1,US3703341046,2020-12-09
1870,7,3,7440.5,0,0,2742.0,3000,1,CA28617B1013,2020-12-09
1871,4,2,1971.0,0,0,987.0,150,1,DE000LS62V54,2020-12-09
1872,15,1,2171.0,0,0,2171.0,1300,1,DE000LS8H8B9,2020-12-09
1874,9,3,5102.212,0,0,252.532,55,1,IE00BYYHSQ67,2020-12-09
1875,4,1,336.0,0,0,336.0,70,1,US92347M1009,2020-12-09
1876,62,1,3314.56,0,0,3314.56,0,1,US34959E1091,2020-12-09
1877,5,1,31029.624,0,0,31029.624,34,1,IE00BG36TC12,2020-12-09
1878,6,1,74.74,0,0,74.74,350,1,US7080621045,2020-12-09
1879,1,1,17382.0,0,0,17382.0,3000,1,IE00BFNM3D14,2020-12-09
1882,12,3,1879.6,0,0,678.6,20,1,US3024451011,2020-12-09
1884,6,1,145.7,0,0,145.7,1,1,CH0319416936,2020-12-09
1886,2,1,784.0,0,0,784.0,800,1,DE000LS8N9T1,2020-12-09
1888,1696,130,231517.62,0,0,928.2,6,1,PLOPTTC00011,2020-12-09
1890,7,2,6058.4,0,0,3750.0,199,1,DE000A2YN777,2020-12-09
1891,1,1,168.0,0,0,168.0,400,1,DE000LS75XX0,2020-12-09
1892,137,24,89562.81,0,0,1499.2,20,1,US3364331070,2020-12-09
1893,8,4,95764.0,0,0,32500.0,50,1,DE000LS8MH11,2020-12-09
1894,2242,3,8611.59,0,0,1711.5,1,1,NL0009690239,2020-12-09
1896,8,4,72097.0,0,0,27024.0,60,1,LU1681038672,2020-12-09
1899,9,3,11295.9,0,0,5076.0,105,1,DE000LS8MH03,2020-12-09
