,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
4000,DE000TT8WVK7,1,1,270.00,0,0,,,1,2022-01-04
4001,DE000HR9WNW3,1,1,9909.50,0,0,,,1,2022-01-04
4002,DE000GX1REF7,1,1,254.80,0,0,,,1,2022-01-04
4003,IE00BJLKK341,3,3,6582.81,0,0,1272.42,,1,2022-01-04
4004,DE000HR9XBZ9,1,1,547.60,0,0,,,1,2022-01-04
4005,DE000TT83N27,1,1,186.06,0,0,,,1,2022-01-04
4006,DE000GX1T6P6,1,1,254.40,0,0,,,1,2022-01-04
4007,CA7481191046,1,1,9.72,0,0,,,1,2022-01-04
4008,IE00BKSBGV72,2,2,1427.08,0,0,713.54,,1,2022-01-04
4009,DE000HR9ZFL5,1,1,12508.00,0,0,,,1,2022-01-04
4010,US8485601087,1,1,501.60,0,0,,,1,2022-01-04
4011,DE000TT84Z48,1,1,495.90,0,0,,,1,2022-01-04
4012,LU1437016543,1,0,0,0,0,,,1,2022-01-04
4013,DE000TT88B75,1,1,263.90,0,0,,,1,2022-01-04
4014,FR0014003FW1,2,2,17568.20,0,0,8784.10,,1,2022-01-04
4015,DE000HB03UK9,1,0,0,0,0,,,1,2022-01-04
4016,DE000TT89BQ2,3,1,4600.00,2,0,,,1,2022-01-04
4017,DE000HB04184,1,1,1455.00,0,0,,,1,2022-01-04
4018,DE000HB049G5,1,0,0,0,0,,,1,2022-01-04
4019,LU1920015440,3,2,284.37,1,0,142.19,,1,2022-01-04
4020,DE000HB06502,1,0,0,0,0,,,1,2022-01-04
4021,DE000HB06668,1,1,249.48,0,0,,,1,2022-01-04
4022,LU2095995895,4,1,671.83,3,0,,,1,2022-01-04
4023,LU2099991536,1,1,35.52,0,0,,,1,2022-01-04
4024,DE000TT8QH34,4,0,0,4,0,,,1,2022-01-04
4025,DE000HB082L6,6,3,8531.00,1,0,3285.00,,1,2022-01-04
4026,DE000HB08383,2,2,2715.17,1,0,1357.59,,1,2022-01-04
4027,DE000HB08UV5,2,0,0,0,0,,,1,2022-01-04
4028,DE000TT8ZHY0,3,0,0,2,0,,,1,2022-01-04
4029,DE000HB09L73,1,1,342.00,0,1,,,1,2022-01-04
4030,DE000HB09LR0,1,1,110.25,0,0,,,1,2022-01-04
4031,DE000HB09LS8,1,1,248.88,0,0,,,1,2022-01-04
4032,DE000TT9A347,1,1,1510.00,0,0,,,1,2022-01-04
4033,DE000TT9A8L5,1,1,579.25,0,0,,,1,2022-01-04
4034,DE000HB0AJP8,24,12,26891.14,12,0,1954.00,,1,2022-01-04
4035,DE000GX2G5Y4,1,1,326.90,0,0,,,1,2022-01-04
4036,DE000GX2HAQ1,1,1,261.66,0,0,,,1,2022-01-04
4037,DE000GX2HXP5,1,0,0,0,0,,,1,2022-01-04
4038,DE000HB0B8N2,2,1,287.84,1,0,,,1,2022-01-04
4039,DE000HB0C676,2,1,291.41,0,0,,,1,2022-01-04
4040,DE000HB0C6Q8,1,0,0,0,0,,,1,2022-01-04
4041,DE000HB0C775,2,1,544.88,0,0,,,1,2022-01-04
4042,DE000HB0C7B8,6,4,3618.10,2,0,708.20,,1,2022-01-04
4043,DE000TT8U040,1,1,299.39,0,0,,,1,2022-01-04
4044,DE000TT9B0N7,1,1,250.70,0,0,,,1,2022-01-04
4045,DE000TT9BB36,1,1,512.40,0,0,,,1,2022-01-04
4046,FR0013341781,3,0,0,3,0,,,1,2022-01-04
4047,FR0014004362,1,0,0,1,0,,,1,2022-01-04
4048,DE000HB0F497,4,1,266.76,3,0,,,1,2022-01-04
4049,DE000GX2NDV3,1,1,499.64,0,0,,,1,2022-01-04
4050,DE000HB0FJ77,1,1,254.52,0,0,,,1,2022-01-04
4051,DE000A3H2226,6,1,172.00,5,0,,,1,2022-01-04
4052,DE000HB0HTF3,1,1,477.60,0,0,,,1,2022-01-04
4053,DE000HB0J5H2,1,1,251.56,0,0,,,1,2022-01-04
4054,DE000TT9CML4,2,1,740.00,0,0,,,1,2022-01-04
4055,DE000HB0JWR8,1,1,1240.00,0,0,,,1,2022-01-04
4056,CA80412L8832,7,1,71.82,6,0,,,1,2022-01-04
4057,DE000HB0KC44,2,1,1396.28,1,0,,,1,2022-01-04
4058,DE000TT9D1S2,1,1,252.00,0,0,,,1,2022-01-04
4059,DE000TT9D440,6,5,5870.43,1,0,999.90,,1,2022-01-04
4060,DE000TT9D4W8,2,1,254.37,1,0,,,1,2022-01-04
4061,DE000HB0LNR3,1,1,4900.00,0,0,,,1,2022-01-04
4062,DE000HB0LPC0,1,1,1072.00,0,0,,,1,2022-01-04
4063,DE000TT9E0S3,1,1,982.80,0,0,,,1,2022-01-04
4064,DE000TT9E554,2,2,552.96,0,0,276.48,,1,2022-01-04
4065,FR0004187367,1,0,0,1,0,,,1,2022-01-04
4066,DE000TT9EJ92,18,15,20472.47,1,0,258.97,,1,2022-01-04
4067,DE000HB0MPU0,1,1,7500.00,0,0,,,1,2022-01-04
4068,DE000HB0MW06,1,1,1798.60,0,0,,,1,2022-01-04
4069,DE000GX2YKA9,7,4,1009.48,3,0,252.00,,1,2022-01-04
4070,CA91725D5001,5,1,691.60,4,0,,,1,2022-01-04
4071,US83406F1021,91,54,59626.60,33,0,500.00,,1,2022-01-04
4072,DE000GX3AR59,1,0,0,1,0,,,1,2022-01-04
4073,DE000GX3BUN7,1,1,274.00,0,0,,,1,2022-01-04
4074,CH1134239669,2,1,616.20,1,0,,,1,2022-01-04
4075,DE000TT9G633,17,14,8500.62,2,0,490.12,,1,2022-01-04
4076,DE000TT9GGC6,1,1,2384.10,0,0,,,1,2022-01-04
4077,DE000GX40317,11,10,5094.45,1,0,510.55,,1,2022-01-04
4078,DE000HB0NF22,2,1,520.00,0,0,,,1,2022-01-04
4079,DE000HB0NQF7,1,1,8140.00,0,0,,,1,2022-01-04
4080,DE000HB0PVN6,8,2,12992.66,5,0,6496.33,,1,2022-01-04
4081,DE000HB0PRW5,1,1,328.35,0,0,,,1,2022-01-04
4082,DE000HB0PGU2,2,2,3488.00,0,0,1744.00,,1,2022-01-04
4083,DE000HB0PJH3,1,1,252.00,0,0,,,1,2022-01-04
4084,DE000HB0QDL6,1,0,0,0,0,,,1,2022-01-04
4085,DE000TT9GYM8,9,8,70869.37,1,0,282.00,,1,2022-01-04
4086,DE000TT9H8A1,1,1,343.64,0,0,,,1,2022-01-04
4087,DE000GX453D1,2,2,1407.00,0,0,703.50,,1,2022-01-04
4088,DE000GX46553,3,2,1558.06,1,0,779.03,,1,2022-01-04
4089,DE000GX465X3,1,1,2999.92,0,0,,,1,2022-01-04
4090,DE000GX468F4,1,1,1229.30,0,0,,,1,2022-01-04
4091,CA62955C1086,4,3,191.83,0,0,32.87,,1,2022-01-04
4092,CH1135202179,20,17,7558.95,0,0,261.37,,1,2022-01-04
4093,DE000HB0R732,1,1,9555.00,0,0,,,1,2022-01-04
4094,DE000TT9J0N9,2,2,570.72,0,0,285.36,,1,2022-01-04
4095,DE000HB0S2G0,1,1,188.16,0,0,,,1,2022-01-04
4096,DE000HB0S151,1,1,4500.00,0,0,,,1,2022-01-04
4097,DE000HB0S185,4,3,33428.18,0,0,8430.00,,1,2022-01-04
4098,DE000GX46XT9,1,1,3036.00,0,0,,,1,2022-01-04
4099,DE000TT9JBA5,1,1,630.50,0,0,,,1,2022-01-04
4100,DE000TT9KTB3,5,5,1288.05,0,0,256.02,,1,2022-01-04
4101,DE000HB0TPV3,3,2,1220.00,1,0,610.00,,1,2022-01-04
4102,DE000GX4N6K0,1,1,396.13,0,0,,,1,2022-01-04
4103,DE000GX30YE3,3,2,540.45,1,0,270.23,,1,2022-01-04
4104,DE000GX4P022,2,2,1013.65,0,0,506.83,,1,2022-01-04
4105,DE000GX314A1,1,1,272.50,0,0,,,1,2022-01-04
4106,DE000GX314T1,1,1,599.26,0,0,,,1,2022-01-04
4107,DE000HB0UZZ1,2,1,516.00,1,0,,,1,2022-01-04
4108,DE000HB0VA27,3,1,457.00,2,0,,,1,2022-01-04
4109,DE000HB0V7Q3,3,2,1159.40,1,0,579.70,,1,2022-01-04
4110,DE000HB0VAT5,2,2,484.20,0,0,242.10,,1,2022-01-04
4111,DE000HB0VAU3,4,3,3610.00,1,0,950.00,,1,2022-01-04
4112,IE000L5NW549,6,6,9014.75,0,0,565.48,,1,2022-01-04
4113,DE000HB0WL31,1,1,8890.00,0,0,,,1,2022-01-04
4114,DE000HB0WWQ3,1,1,495.28,0,0,,,1,2022-01-04
4115,DE000HB0WVB7,1,1,1638.00,0,0,,,1,2022-01-04
4116,DE000HB0WYL0,4,4,1039.86,0,0,256.78,,1,2022-01-04
4117,DE000GX32AL4,7,5,5392.71,2,0,737.60,,1,2022-01-04
4118,DE000GX32P42,2,1,252.72,1,0,,,1,2022-01-04
4119,DE000GX34773,1,1,258.66,0,0,,,1,2022-01-04
4120,DE000GX347A1,8,7,4042.96,1,0,505.40,,1,2022-01-04
4121,DE000HB0XRX7,1,0,0,0,0,,,1,2022-01-04
4122,DE000HB0XVT7,1,1,235.20,0,0,,,1,2022-01-04
4123,DE000TT867C5,6,4,2280.40,2,0,569.10,,1,2022-01-04
4124,DE000HB0YPY7,2,2,551.39,0,0,275.69,,1,2022-01-04
4125,DE000GX34XF4,1,1,495.00,0,0,,,1,2022-01-04
4126,CA64067L1094,3,3,590.88,0,0,96.00,,1,2022-01-04
4127,US1405011073,5,2,795.60,2,0,397.80,,1,2022-01-04
4128,DE000TT86YU2,1,1,385.45,0,0,,,1,2022-01-04
4129,DE000TT875K1,1,1,771.00,0,0,,,1,2022-01-04
4130,DE000TT87905,6,6,3508.99,0,0,336.98,,1,2022-01-04
4131,DE000TT87B43,21,16,597660.04,5,0,51390.00,,1,2022-01-04
4132,DE000GX36778,4,4,1130.59,0,0,282.58,,1,2022-01-04
4133,DE000GX37461,9,8,2593.34,1,0,253.39,,1,2022-01-04
4134,DE000GX375F1,3,2,629.92,1,0,314.96,,1,2022-01-04
4135,DE000TT87HJ8,1,1,799.92,0,0,,,1,2022-01-04
4136,DE000TT87MU5,1,1,1500.00,0,0,,,1,2022-01-04
4137,DE000TT913B9,1,1,1041.92,0,0,,,1,2022-01-04
4138,DE000HB0ZNS1,2,1,527.76,0,0,,,1,2022-01-04
4139,DE000HB0ZTX8,2,2,992.31,0,0,496.15,,1,2022-01-04
4140,DE000HB0ZWX2,2,2,995.83,0,0,497.91,,1,2022-01-04
4141,DE000TT91AD8,2,2,996.00,0,0,498.00,,1,2022-01-04
4142,DE000TT91BG9,4,1,18800.00,3,0,,,1,2022-01-04
4143,DE000HB112D8,1,1,5224.40,0,0,,,1,2022-01-04
4144,AU000000ALU8,2,1,1419.00,1,0,,,1,2022-01-04
4145,DE000TT925A5,1,1,480.00,0,0,,,1,2022-01-04
4146,DE000TT925D9,1,1,686.20,0,0,,,1,2022-01-04
4147,DE000HB11QF0,2,2,1468.16,0,0,734.08,,1,2022-01-04
4148,DE000HB11SM2,1,1,264.60,0,0,,,1,2022-01-04
4149,DE000HB11U29,2,2,167.50,0,0,83.75,,1,2022-01-04
4150,DE000GX3DT96,5,0,0,5,0,,,1,2022-01-04
4151,DE000GX3E531,4,4,1165.20,0,0,298.08,,1,2022-01-04
4152,DE000GX3EL10,1,1,253.00,0,0,,,1,2022-01-04
4153,DE000GX3EN26,1,1,770.28,0,0,,,1,2022-01-04
4154,DE000GX3ENK2,2,2,508.36,0,0,254.18,,1,2022-01-04
4155,DE000TT93B45,2,2,4365.60,0,0,2182.80,,1,2022-01-04
4156,DE000HB130R0,1,0,0,0,0,,,1,2022-01-04
4157,DE000HB131Z1,1,0,0,0,0,,,1,2022-01-04
4158,DE000GX3GK01,2,2,1105.95,0,0,552.98,,1,2022-01-04
4159,DE000HB13AG8,1,1,315.90,0,0,,,1,2022-01-04
4160,DE000HB13EP1,3,3,888.24,0,0,312.00,,1,2022-01-04
4161,DE000HB13JP0,1,1,252.20,0,0,,,1,2022-01-04
4162,DE000GX3HZ45,2,2,467.26,0,0,233.63,,1,2022-01-04
4163,DE000HB14FG5,2,1,570.27,0,0,,,1,2022-01-04
4164,DE000TT94HC9,1,1,1665.50,0,0,,,1,2022-01-04
4165,DE000GX3M0C2,1,1,496.77,0,0,,,1,2022-01-04
4166,DE000HB15BV0,2,2,488.16,0,0,244.08,,1,2022-01-04
4167,DE000HB15SE0,1,1,400.00,0,0,,,1,2022-01-04
4168,CA37957M1068,6,4,8442.12,1,0,2483.08,,1,2022-01-04
4169,DE000HB165A2,6,6,9524.50,0,0,1583.50,,1,2022-01-04
4170,DE000TT964F3,1,1,1280.00,0,0,,,1,2022-01-04
4171,DE000HB16G55,1,1,596.00,0,0,,,1,2022-01-04
4172,DE000GX3Q3A6,2,1,301.92,0,0,,,1,2022-01-04
4173,SE0000379190,2,2,2153.60,0,0,1076.80,,1,2022-01-04
4174,US28852N1090,5,3,2367.50,2,0,616.00,,1,2022-01-04
4175,DE000TT96JR8,1,1,271.63,0,0,,,1,2022-01-04
4176,DE000TT97A42,2,2,2122.00,0,0,1061.00,,1,2022-01-04
4177,DE000TT97AT1,19,10,6676.20,9,0,583.75,,1,2022-01-04
4178,DE000TT97DH0,5,3,3085.00,1,0,1000.00,,1,2022-01-04
4179,DE000HB18LA7,1,1,7700.00,0,0,,,1,2022-01-04
4180,DE000TT97U14,7,5,809.09,2,0,160.29,,1,2022-01-04
4181,DE000TT97RL2,1,1,259.53,0,0,,,1,2022-01-04
4182,DE000GX3UZZ0,2,2,3681.32,0,0,1840.66,,1,2022-01-04
4183,DE000TT98FP6,4,2,510.00,2,0,255.00,,1,2022-01-04
4184,DE000HB19DM7,2,2,1361.04,0,0,680.52,,1,2022-01-04
4185,DE000GX3V3P7,5,4,6300.00,0,0,1575.00,,1,2022-01-04
4186,IE00BLCHJT74,3,3,104.39,0,0,26.43,,1,2022-01-04
4187,IE00BMH5Y871,2,3,566.60,0,0,34.94,,1,2022-01-04
4188,DE000HB1AJJ9,28,4,2424.00,23,0,514.50,,1,2022-01-04
4189,DE000HB1AKM1,12,0,0,10,0,,,1,2022-01-04
4190,DE000GX3WCU6,15,11,34342.01,4,0,2077.76,,1,2022-01-04
4191,DE000HB1B5P2,19,18,100386.50,1,0,5930.00,,1,2022-01-04
4192,DE000HB1BTC1,4,4,1203.94,0,0,302.60,,1,2022-01-04
4193,DE000TT99KV2,2,2,526.41,0,0,263.20,,1,2022-01-04
4194,DE000HB1CLV6,1,1,448.40,0,0,,,1,2022-01-04
4195,DE000HB1CLY0,2,1,594.00,0,0,,,1,2022-01-04
4196,DE000HB1CPX3,2,2,4189.00,0,0,2094.50,,1,2022-01-04
4197,DE000HB1CTD7,2,2,3965.40,0,0,1982.70,,1,2022-01-04
4198,DE000HB1D2E1,1,1,191.00,0,0,,,1,2022-01-04
4199,DE000TT9L856,2,1,255.76,1,0,,,1,2022-01-04
4200,DE000HB1E9Z0,1,1,420.00,0,0,,,1,2022-01-04
4201,CA01559R4008,1,1,14.05,0,0,,,1,2022-01-04
4202,DE000TT9MER7,5,4,9750.00,1,0,2450.00,,1,2022-01-04
4203,DE000GX4C5Z3,2,2,541.37,0,0,270.69,,1,2022-01-04
4204,DE000HB1H7R8,2,2,2376.60,0,0,1188.30,,1,2022-01-04
4205,DE000HB1HT72,15,9,1554.22,6,0,164.00,,1,2022-01-04
4206,DE000HB1J2X5,1,1,1226.00,0,0,,,1,2022-01-04
4207,DE000GX4EBY6,1,1,508.66,0,0,,,1,2022-01-04
4208,DE000HB1J7U0,1,1,430.25,0,0,,,1,2022-01-04
4209,DE000TT9NSE3,2,2,4937.25,0,0,2468.63,,1,2022-01-04
4210,DE000GX4H714,1,1,1118.00,0,0,,,1,2022-01-04
4211,DE000GX4HFW4,1,1,164.00,0,0,,,1,2022-01-04
4212,DE000TT9PXA6,1,1,608.00,0,0,,,1,2022-01-04
4213,DE000TT9Q590,1,0,0,0,0,,,1,2022-01-04
4214,DE000GX4KDP7,2,1,3967.44,0,0,,,1,2022-01-04
4215,CA42371G2062,2,1,4.79,0,0,,,1,2022-01-04
4216,DE000GX4LNG3,1,0,0,1,0,,,1,2022-01-04
4217,DE000TT9R7H6,2,2,1322.00,0,0,661.00,,1,2022-01-04
4218,DE000HB1NWL1,1,1,269.88,0,0,,,1,2022-01-04
4219,DE000GX502X3,12,5,66064.44,7,0,13226.85,,1,2022-01-04
4220,DE000HB1N291,18,7,8715.00,11,0,1139.00,,1,2022-01-04
4221,DE000HB1N4J4,2,2,1032.80,0,0,516.40,,1,2022-01-04
4222,DE000HB1NNS5,2,0,0,0,0,,,1,2022-01-04
4223,DE000HB1N846,1,1,145.60,0,0,,,1,2022-01-04
4224,DE000HB1N1H4,16,12,15272.50,4,0,1156.50,,1,2022-01-04
4225,DE000HB1N1N2,21,12,26885.07,9,0,2102.25,,1,2022-01-04
4226,DE000HB1N8U2,5,2,566.00,2,0,283.00,,1,2022-01-04
4227,DE000HB1N929,11,8,23354.10,3,0,3280.05,,1,2022-01-04
4228,DE000HB1N9N5,1,1,3600.00,0,0,,,1,2022-01-04
4229,DE000HB1NTE2,3,2,874.00,1,0,437.00,,1,2022-01-04
4230,DE000TT9RDG1,2,1,564.00,0,0,,,1,2022-01-04
4231,DE000HB1P1T7,3,2,606.84,1,0,303.42,,1,2022-01-04
4232,DE000TT9RNW7,1,1,392.00,0,0,,,1,2022-01-04
4233,DE000HB1PRD3,3,2,704.85,1,0,352.42,,1,2022-01-04
4234,DE000GX51WN4,1,0,0,0,0,,,1,2022-01-04
4235,DE000GX51XU7,1,0,0,0,0,,,1,2022-01-04
4236,DE000HB1Q5V3,1,1,260.82,0,0,,,1,2022-01-04
4237,DE000TT9SCK3,1,1,228.60,0,0,,,1,2022-01-04
4238,DE000TT9SG32,2,1,546.00,1,0,,,1,2022-01-04
4239,DE000TT9SL27,1,0,0,0,0,,,1,2022-01-04
4240,DE000TT9TXK7,1,0,0,1,0,,,1,2022-01-04
4241,DE000TT9TZB1,2,2,524.76,0,0,262.38,,1,2022-01-04
4242,DE000TT9SP56,1,1,966.00,0,0,,,1,2022-01-04
4243,DE000TT9SS04,8,7,4387.40,1,0,635.00,,1,2022-01-04
4244,DE000TT9SVF3,2,2,603.48,0,0,301.74,,1,2022-01-04
4245,DE000GX56K48,1,1,345.00,0,0,,,1,2022-01-04
4246,DE000HB1RSV9,2,1,252.70,0,0,,,1,2022-01-04
4247,DE000GX56V52,5,0,0,0,0,,,1,2022-01-04
4248,DE000TT9U6J9,1,0,0,1,0,,,1,2022-01-04
4249,DE000TT9UPC8,1,0,0,0,0,,,1,2022-01-04
4250,DE000TT9VJT3,3,1,515.00,0,0,,,1,2022-01-04
4251,DE000GX59EJ3,2,2,1167.88,0,0,583.94,,1,2022-01-04
4252,DE000GX59LP5,2,2,2012.94,0,0,1006.47,,1,2022-01-04
4253,DE000HB1T488,3,3,4060.60,0,0,1048.60,,1,2022-01-04
4254,DE000HB1T7V6,1,1,16.13,0,0,,,1,2022-01-04
4255,US35180X1054,4,2,6206.00,1,0,3103.00,,1,2022-01-04
4256,DE000GX609H9,3,3,1290.42,0,0,503.44,,1,2022-01-04
4257,DE000TT9WF11,1,1,567.21,0,0,,,1,2022-01-04
4258,DE000TT9WF45,1,1,2500.00,0,0,,,1,2022-01-04
4259,DE000GX61UC0,2,2,1404.42,0,0,702.21,,1,2022-01-04
4260,DE000GX61ZJ4,1,0,0,1,0,,,1,2022-01-04
4261,IE00BLCHJH52,1,1,121.52,0,0,,,1,2022-01-04
4262,DE000GX62PP0,2,0,0,0,0,,,1,2022-01-04
4263,DE000TT9X4X2,1,1,1050.00,0,0,,,1,2022-01-04
4264,DE000TT9XH91,2,2,741.76,0,0,370.88,,1,2022-01-04
4265,DE000HB1V0J2,8,3,7110.91,5,0,1375.00,,1,2022-01-04
4266,DE000GX646E8,1,1,990.00,0,0,,,1,2022-01-04
4267,DE000GX64Q34,1,0,0,0,0,,,1,2022-01-04
4268,US91282CDN83,10,1,354.87,9,0,,,1,2022-01-04
4269,DE000HB1W2D0,1,1,2000.00,0,0,,,1,2022-01-04
4270,DE000HB1W2G3,1,1,809.25,0,0,,,1,2022-01-04
4271,DE000HB1W2K5,2,2,984.00,0,0,492.00,,1,2022-01-04
4272,DE000GX66KY4,4,1,2245.36,3,0,,,1,2022-01-04
4273,IE000V93BNU0,1,2,1108.84,0,0,554.42,,1,2022-01-04
4274,DE000HB1WPX1,5,1,504.00,4,0,,,1,2022-01-04
4275,DE000TT9YFQ1,2,2,1849.20,0,0,924.60,,1,2022-01-04
4276,DE000GX68854,8,7,2160.31,1,0,317.60,,1,2022-01-04
4277,DE000HG0AAP2,2,1,238.00,0,0,,,1,2022-01-04
4278,DE000HB1XPE9,7,6,9243.32,1,0,643.20,,1,2022-01-04
4279,DE000A3GVKZ1,1,1,30.48,0,0,,,1,2022-01-04
4280,US23384L1017,1,0,0,0,0,,,1,2022-01-04
4281,DE000HB1YBA5,2,2,1260.82,0,0,630.41,,1,2022-01-04
4282,DE000HB1YD12,1,1,424.56,0,0,,,1,2022-01-04
4283,DE000HB1YF77,2,2,585.36,0,0,292.68,,1,2022-01-04
4284,DE000HB1Z8G7,2,1,515.00,0,0,,,1,2022-01-04
4285,DE000A3GVKX6,1,1,6.70,0,0,,,1,2022-01-04
4286,NL0015000MZ1,2,1,446.50,1,0,,,1,2022-01-04
4287,DE000HB1ZB39,2,2,1939.20,0,0,969.60,,1,2022-01-04
4288,DE000HG0BNP3,2,2,1118.40,0,0,559.20,,1,2022-01-04
4289,DE000GX6DCD5,1,0,0,0,0,,,1,2022-01-04
4290,DE000GX6D3F7,1,1,682.50,0,0,,,1,2022-01-04
4291,JP3164630000,2,0,0,1,0,,,1,2022-01-04
4292,DE000HG0AXT6,2,2,998.91,0,0,499.46,,1,2022-01-04
4293,DE000HG0AZG8,2,2,512.10,0,0,256.05,,1,2022-01-04
4294,DE000HG0C5H8,2,0,0,0,0,,,1,2022-01-04
4295,DE000HB21PZ9,1,1,1080.00,0,0,,,1,2022-01-04
4296,DE000HG0CWJ5,6,3,2372.14,3,0,814.53,,1,2022-01-04
4297,DE000HB22J05,1,1,1075.00,0,0,,,1,2022-01-04
4298,DE000HG0D695,1,1,250.00,0,0,,,1,2022-01-04
4299,DE000HG0D6Y0,1,1,500.49,0,0,,,1,2022-01-04
4300,DE000HG0D9Q0,3,3,132.00,0,0,48.00,,1,2022-01-04
4301,DE000HG0DAR2,2,2,1900.00,0,0,950.00,,1,2022-01-04
4302,DE000HG0DFV3,3,2,3690.00,1,0,1845.00,,1,2022-01-04
4303,DE000HB23J87,1,1,503.44,0,0,,,1,2022-01-04
4304,DE000HG0DSY0,7,2,873.60,0,0,436.80,,1,2022-01-04
4305,DE000HG0E099,1,1,370.00,0,0,,,1,2022-01-04
4306,DE000HG0DPS8,1,0,0,0,0,,,1,2022-01-04
4307,DE000HG0DN31,1,0,0,1,0,,,1,2022-01-04
4308,DE000GX6LDF1,29,24,27170.90,5,0,854.80,,1,2022-01-04
4309,CA92919V4055,32,26,20437.44,4,0,359.11,,1,2022-01-04
4310,DE000HG0EH04,2,2,2140.00,0,0,1070.00,,1,2022-01-04
4311,DE000HG0EHL8,2,2,2580.24,0,0,1290.12,,1,2022-01-04
4312,DE000HG0EJC3,2,2,9948.00,0,0,4974.00,,1,2022-01-04
4313,DE000HG0ERS2,1,1,151.30,0,0,,,1,2022-01-04
4314,DE000HG0EU49,4,2,927.45,2,0,463.73,,1,2022-01-04
4315,DE000HG0EBT4,10,10,50832.00,0,0,4616.00,,1,2022-01-04
4316,DE000GX6N220,1,1,505.60,0,0,,,1,2022-01-04
4317,DE000GX6N5U9,2,2,1627.20,0,0,813.60,,1,2022-01-04
4318,DE000GX6N899,12,5,1529.57,7,0,289.80,,1,2022-01-04
4319,DE000GX6P308,1,1,979.04,0,0,,,1,2022-01-04
4320,DE000HG0F4H8,4,3,2143.80,1,0,411.00,,1,2022-01-04
4321,DE000HG0F4X5,1,1,1830.00,0,0,,,1,2022-01-04
4322,DE000HG0F534,37,23,9163.83,14,0,310.00,,1,2022-01-04
4323,DE000HG0F4C9,3,1,1320.00,0,0,,,1,2022-01-04
4324,DE000HG0FE55,15,8,41124.24,7,0,5064.57,,1,2022-01-04
4325,DE000HB24E40,1,1,1000.00,0,0,,,1,2022-01-04
4326,DE000HB24EK9,9,2,9800.00,6,0,4900.00,,1,2022-01-04
4327,DE000HB24KL4,8,6,3500.00,2,0,587.50,,1,2022-01-04
4328,DE000HB24NE3,1,0,0,0,0,,,1,2022-01-04
4329,DE000HB24XG7,3,3,1522.02,0,0,504.68,,1,2022-01-04
4330,DE000HB24YB6,3,2,1726.00,1,0,863.00,,1,2022-01-04
4331,DE000GX6QX76,2,2,616.13,0,0,308.06,,1,2022-01-04
4332,DE000GX6R3V8,1,1,1497.00,0,0,,,1,2022-01-04
4333,DE000GX6R544,2,2,526.16,0,0,263.08,,1,2022-01-04
4334,DE000HB254F3,2,2,3050.65,0,0,1525.33,,1,2022-01-04
4335,DE000HB255W5,2,1,807.50,0,0,,,1,2022-01-04
4336,DE000HB25973,10,1,12618.00,7,0,,,1,2022-01-04
4337,DE000HB25NF7,4,4,1704.79,0,0,424.06,,1,2022-01-04
4338,DE000HB25UP1,7,3,17560.40,4,0,451.00,,1,2022-01-04
4339,DE000HB25TP3,1,0,0,0,0,,,1,2022-01-04
4340,DE000HG0FTF2,1,1,1000.00,0,0,,,1,2022-01-04
4341,DE000HG0G0Q6,1,1,761.50,0,0,,,1,2022-01-04
4342,DE000HB25RB7,1,1,995.41,0,0,,,1,2022-01-04
4343,DE000HB25RX1,1,1,218.00,0,0,,,1,2022-01-04
4344,DE000HB25Z36,2,2,356.66,0,0,178.33,,1,2022-01-04
4345,DE000HB25Z85,2,2,1029.79,0,0,514.89,,1,2022-01-04
4346,DE000HB25ZB0,3,2,930.80,1,0,465.40,,1,2022-01-04
4347,DE000HB25ZQ8,10,8,3509.54,3,2,491.00,,1,2022-01-04
4348,DE000HB262Q3,1,1,248.00,0,0,,,1,2022-01-04
4349,DE000HB26641,2,1,290.55,1,0,,,1,2022-01-04
4350,DE000HB264W7,3,0,0,2,0,,,1,2022-01-04
4351,DE000HB269K1,3,1,17568.00,2,0,,,1,2022-01-04
4352,US91282CDQ15,1,1,4405.85,0,0,,,1,2022-01-04
4353,DE000HG0GD06,21,14,4438.96,7,0,319.25,,1,2022-01-04
4354,DE000HG0GJW6,1,1,252.72,0,0,,,1,2022-01-04
4355,DE000HG0GKZ7,2,2,594.58,0,0,297.29,,1,2022-01-04
4356,DE000HB26PM6,1,1,259.90,0,0,,,1,2022-01-04
4357,DE000HB26Y36,2,2,2955.00,0,0,1477.50,,1,2022-01-04
4358,DE000HB26Y51,26,26,37113.55,0,0,1084.38,,1,2022-01-04
4359,DE000HB26ZT0,1,0,0,0,0,,,1,2022-01-04
4360,DE000HG0H2Y5,14,11,20804.59,3,0,1008.45,,1,2022-01-04
4361,DE000HG0H845,3,2,8530.00,1,0,4265.00,,1,2022-01-04
4362,DE000HG0H878,1,1,35.52,0,0,,,1,2022-01-04
4363,DE000HG0H8D6,12,4,2465.00,6,0,642.00,,1,2022-01-04
4364,DE000HG0H8W6,3,2,1240.00,1,0,620.00,,1,2022-01-04
