,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
3633,DE000TT84FZ5,1,3,793.36,0,0,254.80,,1,2022-01-04
3634,BE0974400328,1,0,0,1,0,,,1,2022-01-04
3635,IE00BMDBMG37,1,1,228.36,0,0,,,1,2022-01-04
3636,IE00BMGNVD65,1,1,8.78,0,0,,,1,2022-01-04
3637,IE00BMX0DF60,3,2,713.71,1,0,356.86,,1,2022-01-04
3638,IE00BMXC7V63,4,4,561.96,0,0,139.68,,1,2022-01-04
3639,IE00BMXC7W70,5,5,6230.67,0,0,178.92,,1,2022-01-04
3640,IE00BMZ17X30,1,1,432.95,0,0,,,1,2022-01-04
3641,IE00B44T3H88,27,15,32686.10,11,0,1049.04,,1,2022-01-04
3642,IE00B66F4759,5,5,62922.59,1,0,5129.25,,1,2022-01-04
3643,IE00BMW3QX54,20,17,11679.23,2,0,271.09,,1,2022-01-04
3644,JP3705200008,4,1,269.86,3,0,,,1,2022-01-04
3645,KYG5784H1065,1,1,38.88,0,0,,,1,2022-01-04
3646,KYG9829N1025,60,32,70712.67,20,0,549.97,,1,2022-01-04
3647,NO0003055808,1,1,329.60,0,0,,,1,2022-01-04
3648,SE0000872095,2,2,406.67,0,0,203.33,,1,2022-01-04
3649,TH0692010R12,2,1,59.00,0,0,,,1,2022-01-04
3650,US0044342055,2,1,897.00,0,0,,,1,2022-01-04
3651,US01741R1023,1,1,60.00,0,0,,,1,2022-01-04
3652,US0533321024,8,8,62635.00,1,0,4602.50,,1,2022-01-04
3653,US0534841012,1,0,0,0,0,,,1,2022-01-04
3654,US0556221044,10,5,1452.80,2,0,297.60,,1,2022-01-04
3655,US1011211018,2,2,657.00,0,0,328.50,,1,2022-01-04
3656,US1011371077,6,3,9200.60,4,0,2321.40,,1,2022-01-04
3657,US1270971039,7,3,2586.00,3,0,920.00,,1,2022-01-04
3658,US2058871029,3,2,877.56,1,0,438.78,,1,2022-01-04
3659,US23703Q2030,13,6,7169.40,6,0,282.30,,1,2022-01-04
3660,US2538681030,21,10,9269.10,12,0,680.45,,1,2022-01-04
3661,US25754A2015,21,12,25353.80,8,0,1219.55,,1,2022-01-04
3662,US2788651006,13,8,10886.70,1,0,816.20,,1,2022-01-04
3663,US2810201077,2,1,540.00,0,0,,,1,2022-01-04
3664,US30063P1057,1,2,830.40,0,0,415.20,,1,2022-01-04
3665,US30161Q1040,5,5,8203.90,0,0,233.38,,1,2022-01-04
3666,US3379321074,1,0,0,0,0,,,1,2022-01-04
3667,US4132163001,2,0,0,1,0,,,1,2022-01-04
3668,US4234521015,8,6,2241.37,2,0,273.36,,1,2022-01-04
3669,US4435731009,78,40,45935.70,37,0,530.00,,1,2022-01-04
3670,US4523271090,11,13,18489.10,1,0,660.00,,1,2022-01-04
3671,US4525211078,13,8,2235.58,3,0,224.99,,1,2022-01-04
3672,US45784P1012,3,2,9133.20,1,0,4566.60,,1,2022-01-04
3673,US5184391044,13,5,4618.70,6,0,327.70,,1,2022-01-04
3674,US57060D1081,1,1,350.20,0,0,,,1,2022-01-04
3675,US6819191064,5,6,5838.94,0,0,506.43,,1,2022-01-04
3676,US6934831099,1,0,0,1,0,,,1,2022-01-04
3677,US7433151039,2,1,270.84,0,0,,,1,2022-01-04
3678,US74460D1090,3,3,980.10,0,0,327.80,,1,2022-01-04
3679,US7672041008,5,4,2954.00,1,0,812.50,,1,2022-01-04
3680,US78573M1045,3,1,2517.60,2,0,,,1,2022-01-04
3681,US83088M1027,17,14,8214.32,0,0,634.25,,1,2022-01-04
3682,US8676524064,56,37,102354.15,18,0,1186.68,,1,2022-01-04
3683,US91912E1055,26,12,13453.20,12,0,452.05,,1,2022-01-04
3684,US92763W1036,17,6,6293.40,11,0,547.38,,1,2022-01-04
3685,US92922P1066,1,1,47.58,0,0,,,1,2022-01-04
3686,US9426222009,1,0,0,0,0,,,1,2022-01-04
3687,ZAE000083648,132,22,35530.66,109,1,1128.20,,1,2022-01-04
3688,IE00BKWQ0Q14,5,2,2185.00,3,0,1092.50,,1,2022-01-04
3689,FR0011522168,38,0,0,38,0,,,1,2022-01-04
3690,US74736K1016,6,4,3397.40,2,0,639.73,,1,2022-01-04
3691,IE00BQN1K901,11,8,10685.71,1,0,666.85,,1,2022-01-04
3692,US29444U7000,8,4,15318.60,3,0,1479.20,,1,2022-01-04
3693,ES0105046009,3,2,866.65,0,0,433.32,,1,2022-01-04
3694,FR0012558310,1,1,5355.40,0,0,,,1,2022-01-04
3695,DE000DK2CDS0,3,2,3632.40,0,0,1816.20,,1,2022-01-04
3696,IE00B3DWVS88,19,17,12610.82,0,0,295.42,,1,2022-01-04
3697,IE00B5KQNG97,16,10,8579.09,5,0,559.32,,1,2022-01-04
3698,IE00B6R52259,267,178,4799857.37,79,0,1345.00,,1,2022-01-04
3699,IE00BP3QZD73,9,5,4107.92,3,0,806.60,,1,2022-01-04
3700,DE0006052830,14,2,977.00,8,0,488.50,,1,2022-01-04
3701,IE00B3X3R831,2,2,235.93,0,0,117.97,,1,2022-01-04
3702,IE00B46G8275,3,2,486.21,0,0,243.11,,1,2022-01-04
3703,DE000A0KEXC7,3,2,3972.50,1,0,1986.25,,1,2022-01-04
3704,IE00BQQP9F84,24,9,13742.39,15,0,720.00,,1,2022-01-04
3705,DE000A0DPRE6,2,0,0,2,0,,,1,2022-01-04
3706,US06684L1035,4,2,644.75,0,0,322.38,,1,2022-01-04
3707,FR0012757854,1,0,0,0,0,,,1,2022-01-04
3708,IE00BKX55T58,83,49,395312.60,26,0,1677.00,,1,2022-01-04
3709,US70450Y1038,1352,696,1043262.86,600,2,670.56,,1,2022-01-04
3710,IE00B1FZS681,1,1,517.97,0,0,,,1,2022-01-04
3711,DE0008019001,75,43,152134.58,18,0,1059.00,,1,2022-01-04
3712,DE000A1W2CK8,24,20,163766.59,4,0,991.76,,1,2022-01-04
3713,US55315J1025,38,22,52153.50,15,0,1715.10,,1,2022-01-04
3714,DE0006083405,42,32,41274.10,12,0,527.60,,1,2022-01-04
3715,JP3752900005,3,0,0,1,0,,,1,2022-01-04
3716,US83417M1045,363,120,180619.80,238,0,946.40,,1,2022-01-04
3717,IE00B3WJKG14,336,198,1841241.46,127,0,784.36,,1,2022-01-04
3718,US8522341036,1933,504,486997.58,1426,0,542.96,,1,2022-01-04
3719,AU000000CWY3,1,1,257.50,0,0,,,1,2022-01-04
3720,IM00B5VQMV65,2,2,1442.00,0,0,721.00,,1,2022-01-04
3721,US24906P1093,3,2,2792.20,1,0,1396.10,,1,2022-01-04
3722,US16119P1084,2,2,4536.80,0,0,2268.40,,1,2022-01-04
3723,IE00B14X4S71,1,1,471.02,0,0,,,1,2022-01-04
3724,IE00B7J7TB45,5,4,6652.95,0,0,820.04,,1,2022-01-04
3725,GB00BDCPN049,3,4,5929.70,1,0,1364.63,,1,2022-01-04
3726,BE0974294267,25,18,18787.27,5,0,647.14,,1,2022-01-04
3727,IE00B1TXK627,126,83,132531.46,29,0,441.98,,1,2022-01-04
3728,IE00B27YCF74,21,17,17419.62,4,0,288.00,,1,2022-01-04
3729,IE00B27YCP72,2,2,1794.87,0,0,897.43,,1,2022-01-04
3730,IE00B3B8PX14,15,15,27170.64,1,0,670.78,,1,2022-01-04
3731,IE00B3F81K65,12,10,16361.39,1,0,1378.76,,1,2022-01-04
3732,IE00BM67HK77,174,68,196706.06,102,0,517.02,,1,2022-01-04
3733,IE00BYM31M36,7,6,2744.69,1,0,196.52,,1,2022-01-04
3734,IE00B6R51Z18,59,41,54809.42,19,0,832.70,,1,2022-01-04
3735,IE00BYVJRR92,70,59,96707.53,10,0,326.09,,1,2022-01-04
3736,DE000HV7U5P1,1,1,286.00,0,0,,,1,2022-01-04
3737,DE000HV78UL7,1,1,557.44,0,0,,,1,2022-01-04
3738,US6544453037,3,3,1491.40,0,0,644.80,,1,2022-01-04
3739,AT0000A0B5Z9,1,0,0,0,0,,,1,2022-01-04
3740,IE00BZ56TQ67,3,2,2411.05,1,0,1205.52,,1,2022-01-04
3741,DE000UNSE018,21,8,46869.92,12,0,3590.82,,1,2022-01-04
3742,US43283X1054,1,1,960.00,0,0,,,1,2022-01-04
3743,US89686D1054,71,15,9377.47,54,0,497.35,,1,2022-01-04
3744,GB00B1FW5029,3,1,159.50,1,0,,,1,2022-01-04
3745,DE000A2AQ952,3,3,1921.77,0,0,599.10,,1,2022-01-04
3746,CNE100001TJ4,1,2,11754.00,0,0,5877.00,,1,2022-01-04
3747,CA87588V1085,4,1,920.00,3,0,,,1,2022-01-04
3748,US75971T3014,13,6,21907.10,5,0,2114.80,,1,2022-01-04
3749,CA2704101039,29,9,4847.89,22,0,250.00,,1,2022-01-04
3750,DE000A1TNV91,28,18,18666.85,6,0,461.15,,1,2022-01-04
3751,US91822M1062,2,0,0,1,0,,,1,2022-01-04
3752,IE00B5SG8Z57,4,2,13259.72,2,0,6629.86,,1,2022-01-04
3753,IE00B5L01S80,20,11,12664.91,7,0,467.50,,1,2022-01-04
3754,US23355L1061,6,1,91.08,4,0,,,1,2022-01-04
3755,BRVALEACNOR0,39,13,30097.73,21,0,640.00,,1,2022-01-04
3756,US7045511000,4,2,748.80,0,0,374.40,,1,2022-01-04
3757,XS1524609531,2,2,25018.03,0,0,12509.01,,1,2022-01-04
3758,LU0326961637,1,0,0,0,1,,,1,2022-01-04
3759,LU0444971666,11,7,33811.76,1,0,3890.02,,1,2022-01-04
3760,CA60916Q1090,3,1,1124.48,2,0,,,1,2022-01-04
3761,DE000HV091M1,1,1,1424.40,0,0,,,1,2022-01-04
3762,CA0548271000,3,2,4523.90,1,0,2261.95,,1,2022-01-04
3763,DE000A2E4MK4,9,4,1750.75,3,0,453.88,,1,2022-01-04
3764,CH0224397346,1,0,0,0,0,,,1,2022-01-04
3765,CA21037X1006,3,1,1600.00,2,0,,,1,2022-01-04
3766,CA76131D1033,2,2,907.92,0,0,453.96,,1,2022-01-04
3767,IE00BYQJ1388,3,3,96.50,0,0,41.28,,1,2022-01-04
3768,USK0479SAE83,1,1,5667.58,0,0,,,1,2022-01-04
3769,CA8536061010,434,123,194749.59,261,0,812.00,,1,2022-01-04
3770,IE00BDFL4P12,59,49,138536.00,6,0,496.44,,1,2022-01-04
3771,FR0010667147,1,0,0,1,0,,,1,2022-01-04
3772,IE00BD8PH174,1,1,68.12,0,0,,,1,2022-01-04
3773,US8753722037,9,3,3746.75,6,0,904.75,,1,2022-01-04
3774,AT0000BAWAG2,7,4,18042.50,1,0,5437.50,,1,2022-01-04
3775,US0213691035,1,0,0,0,0,,,1,2022-01-04
3776,DE000A2GSVV5,1,1,114.00,0,0,,,1,2022-01-04
3777,IE00BYX2JD69,343,258,738603.67,65,0,732.66,,1,2022-01-04
3778,FR0013299435,2,2,25934.00,0,0,12967.00,,1,2022-01-04
3779,SE0010296574,13,10,11649.37,4,0,800.72,,1,2022-01-04
3780,XS1724873275,1,0,0,0,0,,,1,2022-01-04
3781,LU1650491282,24,15,34098.63,8,0,1382.36,,1,2022-01-04
3782,IE00BPVLQD13,4,3,413.16,0,0,103.29,,1,2022-01-04
3783,DE000TT92X32,20,12,129281.04,8,0,10032.57,,1,2022-01-04
3784,DE000TT92X65,7,6,25408.69,1,0,1669.50,,1,2022-01-04
3785,DE000TT92H81,13,8,4768.76,2,0,571.17,,1,2022-01-04
3786,DE000TT92T79,2,2,508.49,0,0,254.25,,1,2022-01-04
3787,DE000TT92UQ6,17,6,5210.00,11,0,770.00,,1,2022-01-04
3788,DE000GX3CVV6,1,1,160.63,0,0,,,1,2022-01-04
3789,DE000GX3CX26,1,1,931.74,0,0,,,1,2022-01-04
3790,DE000GX3D160,1,1,981.84,0,0,,,1,2022-01-04
3791,DE000GX3DL52,4,4,4168.13,0,0,1000.44,,1,2022-01-04
3792,DE000HB11TV1,2,2,1030.00,0,0,515.00,,1,2022-01-04
3793,DE000HB11TY5,5,3,1236.00,2,0,65.00,,1,2022-01-04
3794,DE000HB11U11,1,1,36.00,0,0,,,1,2022-01-04
3795,DE000HB11U45,9,8,7141.50,1,0,965.50,,1,2022-01-04
3796,DE000HB125L3,1,1,939.40,0,0,,,1,2022-01-04
3797,DE000GX3DRL3,3,2,1004.24,1,0,502.12,,1,2022-01-04
3798,DE000GX3DRM1,6,5,4012.11,0,0,955.26,,1,2022-01-04
3799,DE000GX3DRV2,1,1,232.22,0,0,,,1,2022-01-04
3800,DE000GX3DSZ1,2,2,3319.12,0,0,1659.56,,1,2022-01-04
3801,DE000GX3DTC8,2,2,465.00,0,0,232.50,,1,2022-01-04
3802,DE000GX3DTF1,1,1,430.36,0,0,,,1,2022-01-04
3803,DE000GX3DTK1,1,0,0,0,0,,,1,2022-01-04
3804,DE000GX3DUG7,4,1,545.04,2,0,,,1,2022-01-04
3805,DE000GX3EWU2,1,1,272.42,0,0,,,1,2022-01-04
3806,DE000GX3DYX4,2,1,245.16,1,0,,,1,2022-01-04
3807,DE000GX3DZG6,8,4,1188.00,4,0,296.00,,1,2022-01-04
3808,DE000GX3ENA3,1,1,2860.00,0,0,,,1,2022-01-04
3809,DE000GX3ENL0,1,1,363.87,0,0,,,1,2022-01-04
3810,US50155Q1004,89,24,24039.50,61,0,279.67,,1,2022-01-04
3811,DE000TT8SG33,5,5,29320.00,0,0,5240.00,,1,2022-01-04
3812,DE000TT8SGL4,7,5,3034.00,1,0,600.00,,1,2022-01-04
3813,DE000HB12DM2,1,1,3048.57,0,0,,,1,2022-01-04
3814,DE000HB12DX9,1,1,1998.75,0,0,,,1,2022-01-04
3815,DE000HB12J31,1,0,0,0,0,,,1,2022-01-04
3816,DE000TT937J1,2,1,252.63,1,0,,,1,2022-01-04
3817,DE000TT93D92,14,3,825.00,9,0,200.00,,1,2022-01-04
3818,DE000TT93DA4,3,3,793.16,0,0,253.44,,1,2022-01-04
3819,DE000TT93ET2,5,4,2187.78,1,0,547.42,,1,2022-01-04
3820,DE000GX3FTQ3,1,0,0,1,0,,,1,2022-01-04
3821,DE000HB12ZX2,1,1,13410.00,0,0,,,1,2022-01-04
3822,DE000HB12Y57,1,0,0,0,0,,,1,2022-01-04
3823,DE000GX3GBD7,4,2,7428.96,2,0,3714.48,,1,2022-01-04
3824,DE000GX3GCW5,9,8,4959.00,0,0,534.25,,1,2022-01-04
3825,DE000GX3GKG1,2,1,250.75,0,0,,,1,2022-01-04
3826,DE000A3E5ED2,3,4,2445.46,0,0,364.94,,1,2022-01-04
3827,DE000TT7SVZ5,1,1,377.72,0,0,,,1,2022-01-04
3828,DE000TT7T069,1,1,684.00,0,0,,,1,2022-01-04
3829,DE000HR87086,1,0,0,0,0,,,1,2022-01-04
3830,DE000TT7TL36,1,1,782.60,0,0,,,1,2022-01-04
3831,CA88576E1088,5,1,550.00,4,0,,,1,2022-01-04
3832,DE000TT7U5S4,1,1,553.41,0,0,,,1,2022-01-04
3833,DE000TT7U6T0,1,1,495.00,0,0,,,1,2022-01-04
3834,DE000HR88QJ6,1,1,629.88,0,0,,,1,2022-01-04
3835,DE000HR89EW3,3,2,1006.85,0,0,503.43,,1,2022-01-04
3836,DE000A3CRRN9,11,4,3357.00,5,0,767.50,,1,2022-01-04
3837,DE000TT7VYJ7,2,2,1764.29,0,0,882.14,,1,2022-01-04
3838,IE000U7L59A3,11,3,3794.60,8,0,503.14,,1,2022-01-04
3839,DE000HR8BR46,1,1,896.42,0,0,,,1,2022-01-04
3840,DE000HR8C7M3,2,2,9914.46,0,0,4957.23,,1,2022-01-04
3841,DE000HR8CSJ3,3,3,931.82,0,0,267.46,,1,2022-01-04
3842,DE000TT7XGB7,1,1,517.00,0,0,,,1,2022-01-04
3843,DE000HR8ELT3,2,1,1536.00,0,0,,,1,2022-01-04
3844,DE000A3E5FE7,1,0,0,0,0,,,1,2022-01-04
3845,SE0016075337,1,1,210.16,0,0,,,1,2022-01-04
3846,DE000HR8GEA3,1,1,658.44,0,0,,,1,2022-01-04
3847,DE000TT730A9,4,1,540.00,3,0,,,1,2022-01-04
3848,DE000TT737F3,1,1,2170.38,0,0,,,1,2022-01-04
3849,DE000TT73JG0,3,3,2925.78,0,0,254.52,,1,2022-01-04
3850,DE000TT73R09,4,2,10094.33,2,0,5047.16,,1,2022-01-04
3851,DE000HR8KZV6,1,1,943.76,0,0,,,1,2022-01-04
3852,DE000HR8L771,2,1,680.00,0,0,,,1,2022-01-04
3853,DE000GH7HH61,1,1,505.05,0,0,,,1,2022-01-04
3854,DE000GH75A47,1,1,902.19,0,0,,,1,2022-01-04
3855,DE000GH77EY7,1,0,0,1,0,,,1,2022-01-04
3856,DE000GH7GRP8,14,13,508650.75,1,0,39998.16,,1,2022-01-04
3857,DE000GH7KMP1,1,2,2780.88,0,0,1390.44,,1,2022-01-04
3858,DE000GH81H75,1,1,1157.00,0,0,,,1,2022-01-04
3859,DE000GH8R4F0,3,3,1401.25,0,0,258.75,,1,2022-01-04
3860,DE000GH8TFL3,5,2,2767.70,1,0,1383.85,,1,2022-01-04
3861,DE000GH5N0C2,1,1,3144.00,0,0,,,1,2022-01-04
3862,DE000GH67ZQ9,1,1,1232.00,0,0,,,1,2022-01-04
3863,DE000GH6GG23,1,1,1033.20,0,0,,,1,2022-01-04
3864,DE000GH7HCE2,4,4,1615.20,0,0,394.78,,1,2022-01-04
3865,DE000GH7HCL7,1,1,1483.52,0,0,,,1,2022-01-04
3866,DE000GH7Z1B6,2,1,399.00,0,0,,,1,2022-01-04
3867,DE000GF9V2C8,2,2,437.96,0,0,218.98,,1,2022-01-04
3868,DE000GH08176,1,1,253.08,0,0,,,1,2022-01-04
3869,DE000GH0P8W6,2,2,2008.97,0,0,1004.49,,1,2022-01-04
3870,DE000GH0TZX3,1,1,314.60,0,0,,,1,2022-01-04
3871,DE000GH1JLV6,1,1,295.50,0,0,,,1,2022-01-04
3872,DE000GH21N88,3,3,3995.42,0,0,999.60,,1,2022-01-04
3873,DE000GF9PQ05,2,2,956.34,0,0,478.17,,1,2022-01-04
3874,DE000GH0QS56,1,1,318.40,0,0,,,1,2022-01-04
3875,DE000GH7HYV0,1,1,254.82,0,0,,,1,2022-01-04
3876,DE000GC7ME19,3,4,1032.84,0,0,254.90,,1,2022-01-04
3877,DE000GF2VWE4,1,1,420.32,0,0,,,1,2022-01-04
3878,DE000GF5UDV3,1,1,4212.00,0,0,,,1,2022-01-04
3879,DE000GH436P0,3,2,20258.66,1,0,10129.33,,1,2022-01-04
3880,DE000GH619E5,1,1,848.09,0,0,,,1,2022-01-04
3881,DE000GH63XG4,16,12,4213.68,4,0,261.30,,1,2022-01-04
3882,DE000GH66E36,2,2,749.95,0,0,374.98,,1,2022-01-04
3883,DE000GH7GCA2,4,4,1780.60,0,0,289.10,,1,2022-01-04
3884,DE000GH7NEP2,1,0,0,0,0,,,1,2022-01-04
3885,IE00BMDBMY19,2,1,470.19,1,0,,,1,2022-01-04
3886,DE000GF5FL63,1,1,1512.72,0,0,,,1,2022-01-04
3887,DE000GF5LV63,1,0,0,1,0,,,1,2022-01-04
3888,DE000GF72U22,1,1,253.28,0,0,,,1,2022-01-04
3889,DE000GF74NR3,1,1,287.10,0,0,,,1,2022-01-04
3890,DE000GA7TD25,2,2,2065.50,0,0,1032.75,,1,2022-01-04
3891,DE000GC11ZC8,1,0,0,0,0,,,1,2022-01-04
3892,DE000GF7ETZ0,1,0,0,0,0,,,1,2022-01-04
3893,DE000GH5JB18,1,0,0,0,0,,,1,2022-01-04
3894,DE000GH5UH66,1,1,250.00,0,0,,,1,2022-01-04
3895,DE000GH7SUD3,1,1,257.28,0,0,,,1,2022-01-04
3896,DE000GH3RUD4,2,2,627.79,0,0,313.89,,1,2022-01-04
3897,DE000GH3UN86,6,2,1001.82,3,0,500.91,,1,2022-01-04
3898,DE000GH5NMX3,1,1,436.19,0,0,,,1,2022-01-04
3899,DE000GH5W6E4,1,0,0,0,0,,,1,2022-01-04
3900,DE000GH5WEH4,3,3,7584.79,0,0,2995.32,,1,2022-01-04
3901,DE000GH6FG24,2,2,2896.85,0,0,1448.43,,1,2022-01-04
3902,DE000GH6FJF0,2,2,589.15,0,0,294.58,,1,2022-01-04
3903,DE000GH6FM00,1,1,500.95,0,0,,,1,2022-01-04
3904,DE000HR8M845,1,0,0,1,0,,,1,2022-01-04
3905,DE000HR8NC56,2,1,1058.76,0,0,,,1,2022-01-04
3906,DE000GH8Y2L3,1,1,650.00,0,0,,,1,2022-01-04
3907,DE000HR8NFB4,1,1,5016.00,0,0,,,1,2022-01-04
3908,LU2067181615,1,1,4797.57,0,0,,,1,2022-01-04
3909,US8964423086,3,3,10786.50,0,0,3825.00,,1,2022-01-04
3910,DE000HR8P4W4,2,1,800.00,0,0,,,1,2022-01-04
3911,DE000HR8Q1C1,1,1,12754.45,0,0,,,1,2022-01-04
3912,DE000HR8RDB0,1,0,0,0,1,,,1,2022-01-04
3913,DE000TT78M90,1,1,253.08,0,0,,,1,2022-01-04
3914,DE000HR8SY71,1,2,5021.15,0,0,2510.57,,1,2022-01-04
3915,DE000HR8UD98,2,1,1915.00,0,0,,,1,2022-01-04
3916,DE000HR8UFK0,1,1,474.99,0,0,,,1,2022-01-04
3917,DE000HR8WAK7,1,1,999.60,0,0,,,1,2022-01-04
3918,DE000TT7YMR9,1,1,781.20,0,0,,,1,2022-01-04
3919,DE000HR8W364,1,1,400.00,0,0,,,1,2022-01-04
3920,DE000TT7Z397,1,0,0,0,0,,,1,2022-01-04
3921,CA21024C1014,22,7,5362.02,7,0,202.00,,1,2022-01-04
3922,DE000TT7ZPQ1,5,4,1048.13,1,0,263.20,,1,2022-01-04
3923,DE000GH9DJS2,1,1,687.50,0,0,,,1,2022-01-04
3924,DE000GH9CUB7,2,2,1018.04,0,0,509.02,,1,2022-01-04
3925,DE000HR8ZRP3,1,1,6574.79,0,0,,,1,2022-01-04
3926,DE000HR8ZX40,1,1,22320.00,0,0,,,1,2022-01-04
3927,DE000TT8ATU6,4,2,1339.32,1,0,669.66,,1,2022-01-04
3928,DE000GH9GX60,1,1,402.04,0,0,,,1,2022-01-04
3929,DE000GH9HB57,2,2,350.00,0,0,175.00,,1,2022-01-04
3930,US7707001027,14,6,4497.47,4,0,886.96,,1,2022-01-04
3931,DE000HR92D24,1,1,197.10,0,0,,,1,2022-01-04
3932,DE000TT8CBC8,5,2,611.25,3,0,305.63,,1,2022-01-04
3933,DE000TT8CBP0,1,1,3364.00,0,0,,,1,2022-01-04
3934,DE000HR92R51,2,2,728.91,0,0,364.46,,1,2022-01-04
3935,DE000HR92Y11,2,1,3645.00,0,0,,,1,2022-01-04
3936,IE00BJ5JPH63,2,1,1497.24,1,0,,,1,2022-01-04
3937,US3795772082,20,6,39620.00,10,0,6605.00,,1,2022-01-04
3938,US9264001028,4,3,2690.00,1,0,1240.00,,1,2022-01-04
3939,DE000HR93NG9,1,1,288.40,0,0,,,1,2022-01-04
3940,DE000TT8DEV0,1,1,528.50,0,0,,,1,2022-01-04
3941,IE00BNC0M913,1,1,71.66,0,0,,,1,2022-01-04
3942,DE000TT8DRZ3,1,1,256.00,0,0,,,1,2022-01-04
3943,DE000TT8DYZ9,1,1,497.70,0,0,,,1,2022-01-04
3944,DE000TT8DZR3,1,1,250.00,0,0,,,1,2022-01-04
3945,DE000HR95402,1,1,301.76,0,0,,,1,2022-01-04
3946,DE000HR956S8,1,1,304.50,0,0,,,1,2022-01-04
3947,DE000A3E5E55,7,2,61.56,2,0,30.78,,1,2022-01-04
3948,DE000HR968S3,2,1,262.40,1,0,,,1,2022-01-04
3949,DE000GX04HM6,2,2,508.19,0,0,254.09,,1,2022-01-04
3950,DE000HR96BD4,1,1,1300.00,0,0,,,1,2022-01-04
3951,DE000HR8VAT0,1,0,0,0,0,,,1,2022-01-04
3952,DE000GH348S1,6,0,0,0,0,,,1,2022-01-04
3953,DE000HR8W4C7,1,0,0,0,0,,,1,2022-01-04
3954,DE000TT8GV95,1,1,1971.14,0,0,,,1,2022-01-04
3955,DE000TT8GWY9,3,3,761.48,0,0,252.00,,1,2022-01-04
3956,IE00BP2C1V62,4,4,5026.28,0,0,641.07,,1,2022-01-04
3957,DE000TT8HJ33,2,2,982.72,0,0,491.36,,1,2022-01-04
3958,AU0000139990,14,6,3676.32,6,0,385.66,,1,2022-01-04
3959,DE000HR98ES2,19,5,6790.50,13,0,900.00,,1,2022-01-04
3960,DE000HR98SR4,1,1,114.38,0,0,,,1,2022-01-04
3961,LU1217870671,2,2,7396.61,0,0,3698.30,,1,2022-01-04
3962,DE000HR9A7M4,1,1,1440.00,0,0,,,1,2022-01-04
3963,DE000HR9AD18,2,2,516.46,0,0,258.23,,1,2022-01-04
3964,DE000HR9AFD5,1,0,0,0,0,,,1,2022-01-04
3965,DE000TT8KJN1,3,2,517.68,1,0,258.84,,1,2022-01-04
3966,CA1254055066,5,1,1800.00,0,0,,,1,2022-01-04
3967,IE00BJSBCS90,6,5,10796.87,1,0,2948.60,,1,2022-01-04
3968,GB00BKDRYJ47,1,1,11.97,0,0,,,1,2022-01-04
3969,DE000TT8LJX8,1,0,0,0,0,,,1,2022-01-04
3970,DE000HR9DHA1,1,1,1762.50,0,1,,,1,2022-01-04
3971,IT0004729759,2,1,344.00,0,0,,,1,2022-01-04
3972,DE000HR9E3U2,1,1,299.80,0,0,,,1,2022-01-04
3973,DE000GX0W2X5,2,2,1541.31,0,0,770.65,,1,2022-01-04
3974,DE000HR9FMK5,1,1,1751.58,0,0,,,1,2022-01-04
3975,DE000HR9FNF3,3,2,10015.00,0,0,5007.50,,1,2022-01-04
3976,US6151111019,1,1,600.00,0,0,,,1,2022-01-04
3977,DE000HR9JHA8,1,1,79024.00,0,0,,,1,2022-01-04
3978,DE000HR9JNE8,2,1,11327.02,1,0,,,1,2022-01-04
3979,DE000TT8RMZ4,6,6,7339.51,0,0,923.00,,1,2022-01-04
3980,AU000000VRC9,1,1,252.00,0,0,,,1,2022-01-04
3981,JE00BP2PWW32,7,5,4270.08,0,0,580.12,,1,2022-01-04
3982,DE000TT8SS88,1,1,768.00,0,0,,,1,2022-01-04
3983,DE000GX14528,1,1,413.60,0,0,,,1,2022-01-04
3984,DE000GX15VN1,3,3,1633.85,0,0,684.45,,1,2022-01-04
3985,DE000GX18YJ7,1,1,1290.00,0,0,,,1,2022-01-04
3986,DE000GX191N6,2,2,1457.50,0,0,728.75,,1,2022-01-04
3987,DE000GX1A4Z1,1,0,0,0,0,,,1,2022-01-04
3988,NL0011832811,2,0,0,2,0,,,1,2022-01-04
3989,DE000HR9RGU1,1,1,1050.00,0,0,,,1,2022-01-04
3990,DE000HR9RXG5,1,1,300.00,0,0,,,1,2022-01-04
3991,DE000TT8VEE8,1,1,1064.00,0,0,,,1,2022-01-04
3992,DE000TT8VFE5,2,1,931.00,0,0,,,1,2022-01-04
3993,DE000TT81HZ7,1,1,250.90,0,0,,,1,2022-01-04
3994,NL0015000K93,2,0,0,2,0,,,1,2022-01-04
3995,DE000TT823S4,1,1,999.00,0,0,,,1,2022-01-04
3996,DE000VTSC017,68,26,24983.90,38,0,639.95,,1,2022-01-04
3997,DE000TT82XC1,4,1,525.00,2,0,,,1,2022-01-04
3998,DE000HR9W032,1,1,490.62,0,0,,,1,2022-01-04
3999,DE000TT8XJ17,2,2,1995.32,0,0,997.66,,1,2022-01-04
